@relation bloodseeker

@attribute k numeric
@attribute d numeric
@attribute a numeric
@attribute gpm numeric
@attribute xpm numeric
@attribute win {1, 0}

@data
15,8,5,553,645,0
18,12,18,514,577,1
18,12,18,514,577,1
9,5,15,529,521,1
9,5,15,529,521,1
4,9,8,388,364,0
4,9,8,388,364,0
11,3,7,604,672,1
11,3,7,604,672,1
9,2,6,425,507,0
9,2,6,425,507,0
19,4,9,556,727,1
19,4,9,556,727,1
6,5,6,487,444,1
6,5,6,487,444,1
13,4,2,711,652,1
13,4,2,711,652,1
14,6,11,583,708,1
14,6,11,583,708,1
40,7,12,875,680,1
40,7,12,875,680,1
18,3,9,672,654,1
18,3,9,672,654,1
9,9,11,389,527,0
9,9,11,389,527,0
17,3,9,734,921,1
17,3,9,734,921,1
3,7,0,293,252,0
3,7,0,293,252,0
16,9,8,547,540,1
16,9,8,547,540,1
10,12,17,405,531,0
10,12,17,405,531,0
5,10,5,311,353,0
5,10,5,311,353,0
21,7,7,720,720,1
21,7,7,720,720,1
11,14,6,447,521,0
11,14,6,447,521,0
12,15,16,444,482,1
12,15,16,444,482,1
6,15,10,488,593,0
6,15,10,488,593,0
4,8,17,330,414,0
4,8,17,330,414,0
13,9,12,583,791,1
13,9,12,583,791,1
6,13,12,278,283,0
6,13,12,278,283,0
5,10,9,331,414,0
5,10,9,331,414,0
11,3,5,639,618,1
11,3,5,639,618,1
31,8,12,741,801,1
31,8,12,741,801,1
9,8,9,603,618,1
9,8,9,603,618,1
9,16,20,349,426,1
9,16,20,349,426,1
16,5,10,642,630,1
16,5,10,642,630,1
12,11,5,390,484,0
12,11,5,390,484,0
22,13,13,563,596,1
22,13,13,563,596,1
6,8,24,422,501,1
6,8,24,422,501,1
23,10,12,622,661,1
23,10,12,622,661,1
9,12,11,377,452,0
9,12,11,377,452,0
12,12,3,437,507,0
12,12,3,437,507,0
3,12,18,382,423,1
3,12,18,382,423,1
3,7,19,383,324,1
3,7,19,383,324,1
21,15,16,394,471,0
21,15,16,394,471,0
22,12,13,531,526,1
22,12,13,531,526,1
2,14,15,333,339,0
2,14,15,333,339,0
19,4,8,505,589,1
19,4,8,505,589,1
13,5,5,547,579,1
13,5,5,547,579,1
9,14,5,454,564,0
9,14,5,454,564,0
17,5,16,551,588,1
17,5,16,551,588,1
2,16,2,261,311,0
2,16,2,261,311,0
22,9,11,685,705,1
22,9,11,685,705,1
7,4,13,528,652,1
7,4,13,528,652,1
19,12,18,531,555,1
19,12,18,531,555,1
7,12,6,453,390,1
7,12,6,453,390,1
23,15,21,530,541,0
23,15,21,530,541,0
11,5,13,575,498,1
11,5,13,575,498,1
13,15,15,468,600,0
13,15,15,468,600,0
21,16,16,482,572,1
21,16,16,482,572,1
16,10,8,500,727,0
16,10,8,500,727,0
2,16,4,274,325,0
2,16,4,274,325,0
17,8,17,473,544,0
17,8,17,473,544,0
11,6,14,535,561,1
11,6,14,535,561,1
8,11,7,409,529,0
8,11,7,409,529,0
20,6,13,694,789,1
20,6,13,694,789,1
17,12,22,576,599,1
17,12,22,576,599,1
18,7,12,619,759,1
18,7,12,619,759,1
22,11,12,522,584,0
22,11,12,522,584,0
20,9,13,610,621,1
20,9,13,610,621,1
17,3,7,816,762,1
17,3,7,816,762,1
22,14,14,596,642,1
22,14,14,596,642,1
8,6,17,523,651,1
8,6,17,523,651,1
17,15,16,439,487,0
17,15,16,439,487,0
5,11,2,387,405,0
5,11,2,387,405,0
18,5,12,531,695,0
18,5,12,531,695,0
17,10,7,459,606,0
17,10,7,459,606,0
10,8,10,404,502,0
10,8,10,404,502,0
25,6,19,620,693,1
25,6,19,620,693,1
5,5,8,334,270,1
5,5,8,334,270,1
18,16,11,516,572,0
18,16,11,516,572,0
7,4,15,438,459,1
7,4,15,438,459,1
12,6,17,406,448,1
12,6,17,406,448,1
12,1,8,568,482,1
12,1,8,568,482,1
19,6,6,605,681,1
19,6,6,605,681,1
17,1,4,630,716,1
17,1,4,630,716,1
18,7,12,469,618,0
18,7,12,469,618,0
4,3,8,392,423,1
4,3,8,392,423,1
9,9,7,474,541,1
9,9,7,474,541,1
17,16,13,500,606,1
17,16,13,500,606,1
5,2,2,506,399,1
5,2,2,506,399,1
22,9,9,482,616,0
22,9,9,482,616,0
23,6,9,671,731,1
23,6,9,671,731,1
7,9,19,382,474,0
7,9,19,382,474,0
19,5,11,687,817,1
19,5,11,687,817,1
11,11,11,486,579,1
11,11,11,486,579,1
7,6,5,473,585,0
7,6,5,473,585,0
7,10,13,394,623,0
7,10,13,394,623,0
10,5,11,371,446,0
10,5,11,371,446,0
5,10,9,394,408,1
5,10,9,394,408,1
11,10,6,418,463,0
11,10,6,418,463,0
11,6,11,520,630,0
11,6,11,520,630,0
8,8,13,363,498,0
8,8,13,363,498,0
20,7,10,563,565,1
20,7,10,563,565,1
31,14,13,575,578,1
31,14,13,575,578,1
8,8,9,505,681,1
8,8,9,505,681,1
8,11,13,361,393,0
8,11,13,361,393,0
11,6,5,492,508,1
11,6,5,492,508,1
14,12,13,574,587,1
14,12,13,574,587,1
22,0,3,1017,1132,1
22,0,3,1017,1132,1
16,8,13,585,664,1
16,8,13,585,664,1
15,8,9,552,448,1
15,8,9,552,448,1
35,3,3,922,772,1
35,3,3,922,772,1
14,11,8,497,688,0
14,11,8,497,688,0
18,6,8,684,701,1
18,6,8,684,701,1
29,4,12,751,855,1
29,4,12,751,855,1
4,12,6,305,317,0
4,12,6,305,317,0
18,9,19,459,620,0
18,9,19,459,620,0
1,7,4,291,296,0
1,7,4,291,296,0
14,12,6,590,699,0
14,12,6,590,699,0
20,7,13,535,661,1
20,7,13,535,661,1
27,8,16,732,625,1
27,8,16,732,625,1
2,7,4,231,228,0
2,7,4,231,228,0
14,12,18,440,479,0
14,12,18,440,479,0
26,2,2,796,839,1
26,2,2,796,839,1
23,5,12,716,743,1
23,5,12,716,743,1
3,14,10,305,323,0
3,14,10,305,323,0
19,1,10,697,765,1
19,1,10,697,765,1
12,2,8,507,496,1
12,2,8,507,496,1
19,12,2,441,480,0
19,12,2,441,480,0
23,9,9,530,584,1
23,9,9,530,584,1
3,9,14,466,522,1
3,9,14,466,522,1
6,12,12,343,435,0
6,12,12,343,435,0
20,9,6,550,732,0
20,9,6,550,732,0
16,2,10,607,696,1
16,2,10,607,696,1
14,15,5,501,573,1
14,15,5,501,573,1
9,6,20,577,664,1
9,6,20,577,664,1
8,11,15,352,402,0
8,11,15,352,402,0
10,7,11,510,518,1
10,7,11,510,518,1
7,9,5,388,410,0
7,9,5,388,410,0
9,12,9,473,535,0
9,12,9,473,535,0
19,10,10,518,660,0
19,10,10,518,660,0
14,7,6,730,803,1
14,7,6,730,803,1
14,3,8,557,500,1
14,3,8,557,500,1
16,15,8,442,611,0
16,15,8,442,611,0
7,8,8,407,399,1
7,8,8,407,399,1
14,10,5,437,545,0
14,10,5,437,545,0
3,10,2,350,344,0
3,10,2,350,344,0
24,13,10,527,794,0
24,13,10,527,794,0
15,14,5,493,508,0
15,14,5,493,508,0
10,6,12,570,659,0
10,6,12,570,659,0
18,10,6,473,542,0
18,10,6,473,542,0
24,16,7,582,469,0
24,16,7,582,469,0
15,4,9,623,562,1
15,4,9,623,562,1
6,13,8,344,390,0
6,13,8,344,390,0
20,6,7,642,559,1
20,6,7,642,559,1
13,12,9,445,469,1
13,12,9,445,469,1
15,11,8,581,491,0
15,11,8,581,491,0
22,9,3,578,633,1
22,9,3,578,633,1
30,5,9,678,787,1
30,5,9,678,787,1
16,1,6,692,565,1
16,1,6,692,565,1
10,8,8,339,414,0
10,8,8,339,414,0
15,9,16,501,521,1
15,9,16,501,521,1
16,7,6,593,548,1
16,7,6,593,548,1
16,6,13,605,661,1
16,6,13,605,661,1
8,7,17,475,551,1
8,7,17,475,551,1
17,11,17,526,724,0
17,11,17,526,724,0
14,10,9,450,673,0
14,10,9,450,673,0
12,5,12,401,561,0
12,5,12,401,561,0
26,11,21,487,575,1
26,11,21,487,575,1
5,11,2,381,407,0
5,11,2,381,407,0
13,4,14,523,576,1
13,4,14,523,576,1
11,5,13,519,524,1
11,5,13,519,524,1
23,7,19,611,656,1
23,7,19,611,656,1
4,8,17,504,557,1
4,8,17,504,557,1
24,13,16,435,523,0
24,13,16,435,523,0
19,12,10,468,547,0
19,12,10,468,547,0
12,7,9,466,480,1
12,7,9,466,480,1
1,10,7,317,338,0
1,10,7,317,338,0
13,12,15,443,504,1
13,12,15,443,504,1
14,6,7,604,621,1
14,6,7,604,621,1
12,5,7,552,524,1
12,5,7,552,524,1
8,15,14,425,569,0
8,15,14,425,569,0
1,15,5,252,269,0
1,15,5,252,269,0
15,12,17,474,558,1
15,12,17,474,558,1
14,15,10,469,566,1
14,15,10,469,566,1
20,10,13,603,651,1
20,10,13,603,651,1
17,7,14,566,582,1
17,7,14,566,582,1
18,13,6,427,490,0
18,13,6,427,490,0
14,5,13,595,454,1
14,5,13,595,454,1
3,6,2,165,143,0
3,6,2,165,143,0
19,5,3,661,624,1
19,5,3,661,624,1
14,13,16,393,485,1
14,13,16,393,485,1
40,10,11,650,671,1
40,10,11,650,671,1
17,8,12,531,505,1
17,8,12,531,505,1
11,8,11,383,496,0
11,8,11,383,496,0
21,18,15,537,531,1
21,18,15,537,531,1
15,7,3,517,646,0
15,7,3,517,646,0
19,11,8,649,684,1
19,11,8,649,684,1
14,8,6,598,530,1
14,8,6,598,530,1
22,7,10,834,610,1
22,7,10,834,610,1
17,8,6,628,716,1
17,8,6,628,716,1
15,3,11,704,770,1
15,3,11,704,770,1
6,4,16,409,550,0
6,4,16,409,550,0
8,5,11,435,495,1
8,5,11,435,495,1
5,15,8,279,281,0
5,15,8,279,281,0
17,15,10,545,620,1
17,15,10,545,620,1
7,10,8,346,466,0
7,10,8,346,466,0
12,7,5,518,609,0
12,7,5,518,609,0
1,6,2,207,230,0
1,6,2,207,230,0
19,15,4,445,585,0
19,15,4,445,585,0
11,14,18,522,513,1
11,14,18,522,513,1
33,2,9,874,902,1
33,2,9,874,902,1
6,9,9,378,438,0
6,9,9,378,438,0
20,9,15,534,563,1
20,9,15,534,563,1
5,11,6,326,329,0
5,11,6,326,329,0
11,8,6,465,535,0
11,8,6,465,535,0
37,7,19,684,592,1
37,7,19,684,592,1
15,2,13,740,769,1
15,2,13,740,769,1
5,7,9,393,467,0
5,7,9,393,467,0
23,3,4,768,791,1
23,3,4,768,791,1
14,15,4,405,456,0
14,15,4,405,456,0
2,9,4,318,313,0
2,9,4,318,313,0
16,9,23,514,610,1
16,9,23,514,610,1
6,13,10,344,408,0
6,13,10,344,408,0
15,11,22,574,634,1
15,11,22,574,634,1
13,2,9,587,620,1
13,2,9,587,620,1
11,14,15,480,547,0
11,14,15,480,547,0
28,3,10,746,736,1
28,3,10,746,736,1
6,8,4,603,544,1
6,8,4,603,544,1
12,14,15,547,664,1
12,14,15,547,664,1
14,11,2,459,544,0
14,11,2,459,544,0
17,6,6,683,621,1
17,6,6,683,621,1
6,16,22,367,416,0
6,16,22,367,416,0
6,4,9,480,543,1
6,4,9,480,543,1
25,7,9,836,871,1
25,7,9,836,871,1
14,14,15,365,414,0
14,14,15,365,414,0
10,12,22,504,453,1
10,12,22,504,453,1
16,10,20,531,657,1
16,10,20,531,657,1
16,11,11,499,593,0
16,11,11,499,593,0
12,11,5,379,371,0
12,11,5,379,371,0
33,7,11,622,566,0
33,7,11,622,566,0
11,5,13,559,507,1
11,5,13,559,507,1
15,3,8,636,693,1
15,3,8,636,693,1
9,7,14,444,466,1
9,7,14,444,466,1
13,12,9,389,533,0
13,12,9,389,533,0
16,9,10,525,505,1
16,9,10,525,505,1
10,11,7,497,591,0
10,11,7,497,591,0
5,9,4,260,205,0
5,9,4,260,205,0
18,2,14,522,504,1
18,2,14,522,504,1
20,22,13,468,569,1
20,22,13,468,569,1
10,8,9,481,546,1
10,8,9,481,546,1
18,10,11,412,527,0
18,10,11,412,527,0
13,7,9,438,484,1
13,7,9,438,484,1
11,14,16,431,600,0
11,14,16,431,600,0
9,14,20,390,499,1
9,14,20,390,499,1
18,13,15,478,614,1
18,13,15,478,614,1
17,9,17,465,524,1
17,9,17,465,524,1
17,6,17,579,624,1
17,6,17,579,624,1
11,13,15,382,450,0
11,13,15,382,450,0
15,9,5,416,454,0
15,9,5,416,454,0
24,14,8,493,546,0
24,14,8,493,546,0
9,12,5,333,383,0
9,12,5,333,383,0
8,6,11,537,593,1
8,6,11,537,593,1
17,12,7,523,647,0
17,12,7,523,647,0
8,6,16,395,480,1
8,6,16,395,480,1
7,13,22,404,559,0
7,13,22,404,559,0
18,2,21,603,740,1
18,2,21,603,740,1
8,12,8,413,493,0
8,12,8,413,493,0
10,19,10,368,415,0
10,19,10,368,415,0
12,2,9,609,572,1
12,2,9,609,572,1
14,10,14,477,482,1
14,10,14,477,482,1
25,14,9,568,585,0
25,14,9,568,585,0
16,16,17,455,479,1
16,16,17,455,479,1
11,12,10,393,443,0
11,12,10,393,443,0
14,8,8,501,620,0
14,8,8,501,620,0
23,9,11,599,705,1
23,9,11,599,705,1
9,6,7,521,565,1
9,6,7,521,565,1
11,11,4,389,470,0
11,11,4,389,470,0
8,10,10,351,348,0
8,10,10,351,348,0
21,9,15,539,579,1
21,9,15,539,579,1
9,2,8,479,449,1
9,2,8,479,449,1
7,11,18,459,463,1
7,11,18,459,463,1
18,14,10,500,610,1
18,14,10,500,610,1
17,5,13,684,747,1
17,5,13,684,747,1
10,7,12,444,505,1
10,7,12,444,505,1
18,12,4,480,643,0
18,12,4,480,643,0
12,10,8,429,515,0
12,10,8,429,515,0
3,7,13,325,402,1
3,7,13,325,402,1
9,17,11,420,479,0
9,17,11,420,479,0
12,14,2,342,377,0
12,14,2,342,377,0
18,7,12,628,781,1
18,7,12,628,781,1
13,17,15,432,590,0
13,17,15,432,590,0
5,1,7,503,340,1
5,1,7,503,340,1
11,7,10,363,469,0
11,7,10,363,469,0
0,12,3,236,172,0
0,12,3,236,172,0
3,1,12,516,560,1
3,1,12,516,560,1
12,2,10,528,494,1
12,2,10,528,494,1
37,20,4,673,469,0
37,20,4,673,469,0
20,7,10,640,762,1
20,7,10,640,762,1
16,8,8,541,634,1
16,8,8,541,634,1
6,13,5,288,350,0
6,13,5,288,350,0
2,11,8,251,266,0
2,11,8,251,266,0
13,4,7,554,580,1
13,4,7,554,580,1
21,10,18,629,782,1
21,10,18,629,782,1
19,11,10,524,602,1
19,11,10,524,602,1
15,8,5,589,579,1
15,8,5,589,579,1
25,5,7,709,795,1
25,5,7,709,795,1
11,4,9,595,730,1
11,4,9,595,730,1
6,13,6,335,406,0
6,13,6,335,406,0
14,12,12,470,629,0
14,12,12,470,629,0
13,10,24,498,652,1
13,10,24,498,652,1
19,4,8,615,672,1
19,4,8,615,672,1
5,4,9,473,444,1
5,4,9,473,444,1
21,10,16,598,626,1
21,10,16,598,626,1
20,9,12,596,753,1
20,9,12,596,753,1
20,14,9,550,655,1
20,14,9,550,655,1
13,2,10,677,686,1
13,2,10,677,686,1
15,7,14,578,685,1
15,7,14,578,685,1
20,7,16,728,646,1
20,7,16,728,646,1
27,19,11,441,598,0
27,19,11,441,598,0
10,6,11,591,699,1
10,6,11,591,699,1
8,3,12,526,662,1
8,3,12,526,662,1
8,9,7,460,537,0
8,9,7,460,537,0
4,8,3,303,394,0
4,8,3,303,394,0
18,8,9,497,652,0
18,8,9,497,652,0
18,9,8,533,612,0
18,9,8,533,612,0
17,4,6,596,554,1
17,4,6,596,554,1
16,12,8,462,539,0
16,12,8,462,539,0
16,3,12,626,638,1
16,3,12,626,638,1
20,10,17,519,549,1
20,10,17,519,549,1
28,4,8,596,646,1
28,4,8,596,646,1
26,12,14,629,626,1
26,12,14,629,626,1
14,5,4,482,548,0
14,5,4,482,548,0
1,6,10,475,395,1
1,6,10,475,395,1
14,6,18,378,489,0
14,6,18,378,489,0
7,1,8,565,568,1
7,1,8,565,568,1
14,14,14,481,621,1
14,14,14,481,621,1
14,8,9,482,625,1
14,8,9,482,625,1
9,11,12,428,443,1
9,11,12,428,443,1
8,7,11,471,534,1
8,7,11,471,534,1
7,7,10,500,508,1
7,7,10,500,508,1
1,13,8,269,260,0
1,13,8,269,260,0
21,5,12,616,740,1
21,5,12,616,740,1
12,2,11,545,561,1
12,2,11,545,561,1
10,13,3,366,417,0
10,13,3,366,417,0
15,13,4,429,547,0
15,13,4,429,547,0
15,6,10,525,642,0
15,6,10,525,642,0
14,11,8,560,690,1
14,11,8,560,690,1
18,4,9,698,750,1
18,4,9,698,750,1
20,7,12,667,867,1
20,7,12,667,867,1
16,4,15,583,719,1
16,4,15,583,719,1
22,8,13,718,873,1
22,8,13,718,873,1
27,13,16,655,660,1
27,13,16,655,660,1
21,10,21,511,630,1
21,10,21,511,630,1
9,3,10,515,432,1
9,3,10,515,432,1
9,16,16,402,447,1
9,16,16,402,447,1
7,11,10,352,400,0
7,11,10,352,400,0
9,17,12,397,467,0
9,17,12,397,467,0
18,0,9,687,785,1
18,0,9,687,785,1
6,12,5,331,454,0
6,12,5,331,454,0
7,7,15,408,560,1
7,7,15,408,560,1
22,10,8,574,632,1
22,10,8,574,632,1
17,9,6,541,655,1
17,9,6,541,655,1
13,3,13,575,630,1
13,3,13,575,630,1
27,10,6,575,677,1
27,10,6,575,677,1
19,5,8,617,672,1
19,5,8,617,672,1
8,4,18,373,480,0
8,4,18,373,480,0
14,1,6,685,778,1
14,1,6,685,778,1
21,9,15,668,742,1
21,9,15,668,742,1
16,12,11,420,486,0
16,12,11,420,486,0
8,18,10,332,394,0
8,18,10,332,394,0
14,7,17,495,570,1
14,7,17,495,570,1
7,9,9,420,512,1
7,9,9,420,512,1
23,13,12,542,670,0
23,13,12,542,670,0
19,12,6,498,657,0
19,12,6,498,657,0
28,10,20,632,662,1
28,10,20,632,662,1
3,19,11,356,369,0
3,19,11,356,369,0
26,12,5,578,802,1
26,12,5,578,802,1
14,10,11,438,555,0
14,10,11,438,555,0
17,15,13,464,551,0
17,15,13,464,551,0
2,16,5,224,213,0
2,16,5,224,213,0
3,13,12,285,306,0
3,13,12,285,306,0
17,7,11,627,695,1
17,7,11,627,695,1
8,9,7,357,386,0
8,9,7,357,386,0
9,10,8,361,424,0
9,10,8,361,424,0
15,3,7,667,564,1
15,3,7,667,564,1
15,12,27,494,569,1
15,12,27,494,569,1
19,6,13,576,720,1
19,6,13,576,720,1
8,10,16,545,630,1
8,10,16,545,630,1
10,12,18,565,647,1
10,12,18,565,647,1
10,11,3,518,702,0
10,11,3,518,702,0
36,9,14,782,605,1
36,9,14,782,605,1
16,2,9,661,690,1
16,2,9,661,690,1
5,13,4,315,328,0
5,13,4,315,328,0
6,6,7,460,545,0
6,6,7,460,545,0
12,13,4,452,549,0
12,13,4,452,549,0
23,17,18,509,492,0
23,17,18,509,492,0
5,12,1,375,335,0
5,12,1,375,335,0
15,3,15,537,644,1
15,3,15,537,644,1
11,8,7,482,665,0
11,8,7,482,665,0
26,15,12,510,500,1
26,15,12,510,500,1
18,7,6,547,630,1
18,7,6,547,630,1
15,6,8,522,580,1
15,6,8,522,580,1
4,7,11,406,501,0
4,7,11,406,501,0
11,13,11,298,340,0
11,13,11,298,340,0
16,11,8,620,699,1
16,11,8,620,699,1
12,5,9,437,509,0
12,5,9,437,509,0
14,8,12,530,531,1
14,8,12,530,531,1
14,10,8,518,618,1
14,10,8,518,618,1
7,9,15,390,567,0
7,9,15,390,567,0
15,4,14,668,626,1
15,4,14,668,626,1
15,9,4,408,493,0
15,9,4,408,493,0
3,2,10,540,477,1
3,2,10,540,477,1
13,21,8,423,545,0
13,21,8,423,545,0
14,8,12,489,562,0
14,8,12,489,562,0
22,3,15,582,687,1
22,3,15,582,687,1
8,13,9,285,286,0
8,13,9,285,286,0
21,9,6,492,461,0
21,9,6,492,461,0
12,4,15,539,593,1
12,4,15,539,593,1
12,13,6,441,432,0
12,13,6,441,432,0
13,5,12,514,534,1
13,5,12,514,534,1
6,5,12,335,405,1
6,5,12,335,405,1
10,5,13,429,446,1
10,5,13,429,446,1
36,11,13,615,610,0
36,11,13,615,610,0
11,10,6,504,625,0
11,10,6,504,625,0
15,6,13,462,541,1
15,6,13,462,541,1
18,7,5,505,468,0
18,7,5,505,468,0
5,13,4,359,430,0
5,13,4,359,430,0
24,7,6,692,798,1
24,7,6,692,798,1
13,8,18,519,626,1
13,8,18,519,626,1
18,3,12,653,600,1
18,3,12,653,600,1
13,7,7,448,540,0
13,7,7,448,540,0
9,9,3,397,499,0
9,9,3,397,499,0
17,9,12,374,440,0
17,9,12,374,440,0
14,4,13,644,735,1
14,4,13,644,735,1
7,8,12,383,447,1
7,8,12,383,447,1
10,8,19,464,439,1
10,8,19,464,439,1
19,5,12,592,529,1
19,5,12,592,529,1
21,4,8,697,803,1
21,4,8,697,803,1
25,8,6,606,708,1
25,8,6,606,708,1
14,5,3,629,591,1
14,5,3,629,591,1
11,2,6,647,571,1
11,2,6,647,571,1
10,3,4,683,662,1
10,3,4,683,662,1
11,2,5,745,488,1
11,2,5,745,488,1
10,9,8,454,580,0
10,9,8,454,580,0
5,10,5,352,417,0
5,10,5,352,417,0
13,7,18,551,524,1
13,7,18,551,524,1
16,11,11,422,564,0
16,11,11,422,564,0
2,11,4,312,425,0
2,11,4,312,425,0
22,2,10,692,594,1
22,2,10,692,594,1
4,4,8,452,451,1
4,4,8,452,451,1
10,5,7,583,554,1
10,5,7,583,554,1
11,8,8,532,718,0
11,8,8,532,718,0
5,5,7,318,328,0
5,5,7,318,328,0
14,14,8,371,411,0
14,14,8,371,411,0
20,5,14,629,669,1
20,5,14,629,669,1
18,12,10,537,661,0
18,12,10,537,661,0
15,8,8,520,468,1
15,8,8,520,468,1
25,6,10,708,666,1
25,6,10,708,666,1
17,14,28,489,518,0
17,14,28,489,518,0
26,0,12,642,812,1
26,0,12,642,812,1
19,6,13,488,586,1
19,6,13,488,586,1
11,10,5,389,448,0
11,10,5,389,448,0
20,13,14,542,599,1
20,13,14,542,599,1
10,0,11,438,450,1
10,0,11,438,450,1
16,11,12,520,550,1
16,11,12,520,550,1
10,9,6,438,553,0
10,9,6,438,553,0
12,10,8,421,519,0
12,10,8,421,519,0
19,7,18,621,706,1
19,7,18,621,706,1
4,19,22,302,300,1
4,19,22,302,300,1
12,10,16,445,612,0
12,10,16,445,612,0
30,0,6,901,746,1
30,0,6,901,746,1
12,6,5,377,521,0
12,6,5,377,521,0
11,9,10,515,721,0
11,9,10,515,721,0
10,9,9,371,458,0
10,9,9,371,458,0
16,3,11,712,732,1
16,3,11,712,732,1
21,7,14,485,624,0
21,7,14,485,624,0
23,12,17,529,601,1
23,12,17,529,601,1
8,10,13,468,611,1
8,10,13,468,611,1
5,1,10,600,691,1
5,1,10,600,691,1
21,5,18,601,625,1
21,5,18,601,625,1
12,8,12,552,629,1
12,8,12,552,629,1
18,14,4,637,541,0
18,14,4,637,541,0
8,8,5,401,416,0
8,8,5,401,416,0
12,17,21,509,548,1
12,17,21,509,548,1
4,10,2,296,276,0
4,10,2,296,276,0
8,9,5,426,543,0
8,9,5,426,543,0
11,9,12,598,563,1
11,9,12,598,563,1
10,12,4,474,486,0
10,12,4,474,486,0
12,11,26,423,501,1
12,11,26,423,501,1
6,11,7,432,506,0
6,11,7,432,506,0
12,9,10,456,580,0
12,9,10,456,580,0
13,14,8,482,604,0
13,14,8,482,604,0
11,10,6,408,563,0
11,10,6,408,563,0
10,10,14,367,482,0
10,10,14,367,482,0
22,12,9,506,533,0
22,12,9,506,533,0
13,14,10,489,570,0
13,14,10,489,570,0
12,10,15,359,445,0
12,10,15,359,445,0
18,6,6,670,701,1
18,6,6,670,701,1
20,8,7,559,596,0
20,8,7,559,596,0
8,2,10,587,531,1
8,2,10,587,531,1
14,14,23,476,541,1
14,14,23,476,541,1
7,9,3,371,440,0
7,9,3,371,440,0
24,9,15,586,671,1
24,9,15,586,671,1
10,0,5,651,443,1
10,0,5,651,443,1
3,7,9,366,372,0
3,7,9,366,372,0
14,9,7,404,512,0
14,9,7,404,512,0
9,16,7,474,602,0
9,16,7,474,602,0
5,3,6,411,511,0
5,3,6,411,511,0
8,8,8,440,507,0
8,8,8,440,507,0
9,7,3,511,524,0
9,7,3,511,524,0
6,6,7,377,504,0
6,6,7,377,504,0
26,10,13,601,638,0
26,10,13,601,638,0
4,10,15,449,375,1
4,10,15,449,375,1
15,8,7,610,640,0
15,8,7,610,640,0
7,5,15,428,564,0
7,5,15,428,564,0
6,3,6,559,544,1
6,3,6,559,544,1
16,7,8,628,513,0
16,7,8,628,513,0
15,7,6,616,642,1
15,7,6,616,642,1
8,5,2,331,340,0
8,5,2,331,340,0
8,9,8,559,776,0
8,9,8,559,776,0
14,3,13,534,524,1
14,3,13,534,524,1
11,7,13,500,545,1
11,7,13,500,545,1
16,2,9,520,595,1
16,2,9,520,595,1
3,5,1,396,410,0
3,5,1,396,410,0
18,13,12,540,498,1
18,13,12,540,498,1
25,8,7,598,675,0
25,8,7,598,675,0
24,9,9,480,596,0
24,9,9,480,596,0
17,9,14,617,686,1
17,9,14,617,686,1
10,12,10,541,690,0
10,12,10,541,690,0
6,9,7,362,331,0
6,9,7,362,331,0
22,11,11,556,598,1
22,11,11,556,598,1
9,5,7,468,524,0
9,5,7,468,524,0
6,6,6,440,481,1
6,6,6,440,481,1
19,4,7,639,739,1
19,4,7,639,739,1
10,5,7,687,681,1
10,5,7,687,681,1
20,5,7,709,665,1
20,5,7,709,665,1
15,7,8,576,691,1
15,7,8,576,691,1
10,13,14,488,571,0
10,13,14,488,571,0
6,10,21,436,551,1
6,10,21,436,551,1
3,7,5,378,437,0
3,7,5,378,437,0
3,16,3,279,292,0
3,16,3,279,292,0
16,7,4,683,722,1
16,7,4,683,722,1
5,9,5,277,261,0
5,9,5,277,261,0
10,5,3,616,617,1
10,5,3,616,617,1
11,5,8,560,551,1
11,5,8,560,551,1
15,9,23,648,771,1
15,9,23,648,771,1
26,9,23,692,614,1
26,9,23,692,614,1
7,8,4,375,485,0
7,8,4,375,485,0
8,6,11,492,587,1
8,6,11,492,587,1
12,6,11,477,583,1
12,6,11,477,583,1
17,4,7,618,742,0
17,4,7,618,742,0
11,15,21,383,440,0
11,15,21,383,440,0
13,5,2,426,506,0
13,5,2,426,506,0
5,7,13,453,440,1
5,7,13,453,440,1
17,11,7,423,523,0
17,11,7,423,523,0
4,3,5,508,296,1
4,3,5,508,296,1
14,9,18,517,581,1
14,9,18,517,581,1
12,5,10,672,704,1
12,5,10,672,704,1
12,5,0,490,462,0
12,5,0,490,462,0
3,7,1,340,364,0
3,7,1,340,364,0
8,7,14,473,514,1
8,7,14,473,514,1
2,9,8,401,413,0
2,9,8,401,413,0
21,5,10,632,694,1
21,5,10,632,694,1
11,8,7,529,775,0
11,8,7,529,775,0
8,5,13,629,581,1
8,5,13,629,581,1
13,15,12,452,598,0
13,15,12,452,598,0
3,15,11,275,322,0
3,15,11,275,322,0
10,6,6,603,665,1
10,6,6,603,665,1
18,22,14,466,617,1
18,22,14,466,617,1
12,8,12,436,583,1
12,8,12,436,583,1
9,12,6,402,479,0
9,12,6,402,479,0
20,6,5,640,589,1
20,6,5,640,589,1
18,4,5,747,838,1
18,4,5,747,838,1
27,8,9,783,699,1
27,8,9,783,699,1
6,4,2,455,474,1
6,4,2,455,474,1
0,4,3,242,264,0
0,4,3,242,264,0
11,9,13,548,619,1
11,9,13,548,619,1
15,9,14,454,566,0
15,9,14,454,566,0
2,6,4,340,339,0
2,6,4,340,339,0
5,6,6,440,517,0
5,6,6,440,517,0
3,7,5,303,248,0
3,7,5,303,248,0
16,6,10,462,591,0
16,6,10,462,591,0
7,1,6,719,545,1
7,1,6,719,545,1
17,11,12,483,599,1
