@relation bloodseeker

@attribute k numeric
@attribute d numeric
@attribute a numeric
@attribute gpm numeric
@attribute xpm numeric
@attribute win {1, 0}

@data
13,3,5,528,608,1
18,16,23,460,541,1
18,16,23,460,541,1
22,7,6,544,660,1
22,7,6,544,660,1
17,15,10,550,670,1
17,15,10,550,670,1
10,14,8,416,511,0
10,14,8,416,511,0
5,13,15,458,555,1
5,13,15,458,555,1
16,7,15,589,503,1
16,7,15,589,503,1
15,9,3,527,743,0
15,9,3,527,743,0
3,11,4,261,255,0
3,11,4,261,255,0
12,14,10,413,490,0
12,14,10,413,490,0
17,15,8,449,522,0
17,15,8,449,522,0
17,15,12,451,536,1
17,15,12,451,536,1
25,7,7,570,672,0
25,7,7,570,672,0
9,18,4,366,594,0
9,18,4,366,594,0
24,4,14,801,1013,1
24,4,14,801,1013,1
11,14,3,373,550,0
11,14,3,373,550,0
4,10,2,296,268,0
4,10,2,296,268,0
8,14,10,306,330,0
8,14,10,306,330,0
18,14,8,404,495,0
18,14,8,404,495,0
4,18,10,278,330,0
4,18,10,278,330,0
13,6,9,393,511,1
13,6,9,393,511,1
10,14,8,498,684,0
10,14,8,498,684,0
5,10,9,267,347,0
5,10,9,267,347,0
9,15,20,313,441,0
9,15,20,313,441,0
12,14,13,420,507,1
12,14,13,420,507,1
23,6,17,523,537,1
23,6,17,523,537,1
8,18,8,344,356,0
8,18,8,344,356,0
10,13,12,416,546,0
10,13,12,416,546,0
7,2,7,571,697,1
7,2,7,571,697,1
3,1,6,431,380,1
3,1,6,431,380,1
10,20,5,305,339,0
10,20,5,305,339,0
6,8,3,246,249,0
6,8,3,246,249,0
6,9,18,413,549,1
6,9,18,413,549,1
19,11,14,463,590,0
19,11,14,463,590,0
28,8,12,451,591,1
28,8,12,451,591,1
17,14,4,410,570,0
17,14,4,410,570,0
5,7,15,347,433,0
5,7,15,347,433,0
9,11,7,340,397,0
9,11,7,340,397,0
9,2,10,494,492,1
9,2,10,494,492,1
15,3,19,500,616,1
15,3,19,500,616,1
8,15,14,334,403,0
8,15,14,334,403,0
25,16,13,473,392,0
25,16,13,473,392,0
21,8,13,736,744,1
21,8,13,736,744,1
9,5,10,514,505,1
9,5,10,514,505,1
11,3,19,423,436,1
11,3,19,423,436,1
8,9,18,344,411,1
8,9,18,344,411,1
20,8,22,471,469,1
20,8,22,471,469,1
11,7,6,446,339,1
11,7,6,446,339,1
11,4,9,577,606,1
11,4,9,577,606,1
12,10,12,373,496,0
12,10,12,373,496,0
21,1,16,802,850,1
21,1,16,802,850,1
8,5,8,442,438,1
8,5,8,442,438,1
16,3,2,743,694,1
16,3,2,743,694,1
16,6,9,653,652,1
16,6,9,653,652,1
17,4,7,699,697,1
17,4,7,699,697,1
24,3,9,801,682,1
24,3,9,801,682,1
10,12,7,387,475,0
10,12,7,387,475,0
19,8,8,498,578,0
19,8,8,498,578,0
25,0,12,895,855,1
25,0,12,895,855,1
18,6,14,605,709,1
18,6,14,605,709,1
4,3,12,380,323,1
4,3,12,380,323,1
6,15,9,357,447,0
6,15,9,357,447,0
5,9,6,411,473,0
5,9,6,411,473,0
9,18,19,385,458,1
9,18,19,385,458,1
11,11,7,348,363,0
11,11,7,348,363,0
12,13,12,511,633,0
12,13,12,511,633,0
33,1,10,805,870,1
33,1,10,805,870,1
5,4,9,419,484,1
5,4,9,419,484,1
6,7,5,393,460,0
6,7,5,393,460,0
14,11,19,372,499,0
14,11,19,372,499,0
5,5,3,189,134,0
5,5,3,189,134,0
26,8,5,622,617,1
26,8,5,622,617,1
20,9,8,617,574,0
20,9,8,617,574,0
23,9,9,734,822,1
23,9,9,734,822,1
7,10,6,347,361,0
7,10,6,347,361,0
7,9,6,434,462,1
7,9,6,434,462,1
4,15,7,372,413,1
4,15,7,372,413,1
24,7,27,576,610,1
24,7,27,576,610,1
9,6,6,474,478,0
9,6,6,474,478,0
17,3,4,583,577,1
17,3,4,583,577,1
11,8,9,375,481,0
11,8,9,375,481,0
9,8,5,443,446,1
9,8,5,443,446,1
14,8,12,593,783,1
14,8,12,593,783,1
7,18,14,325,319,0
7,18,14,325,319,0
23,12,15,496,661,0
23,12,15,496,661,0
6,7,8,512,510,1
6,7,8,512,510,1
13,6,17,528,690,1
13,6,17,528,690,1
4,4,6,373,312,1
4,4,6,373,312,1
3,9,7,233,215,0
3,9,7,233,215,0
22,4,5,653,712,1
22,4,5,653,712,1
9,7,5,372,514,0
9,7,5,372,514,0
8,9,5,370,375,0
8,9,5,370,375,0
15,10,12,588,694,1
15,10,12,588,694,1
18,11,12,605,697,1
18,11,12,605,697,1
13,6,14,620,604,1
13,6,14,620,604,1
15,12,15,405,528,0
15,12,15,405,528,0
22,2,9,786,780,1
22,2,9,786,780,1
9,7,12,453,594,0
9,7,12,453,594,0
1,17,13,270,283,0
1,17,13,270,283,0
21,6,10,691,780,1
21,6,10,691,780,1
17,13,9,462,508,0
17,13,9,462,508,0
6,2,13,546,481,1
6,2,13,546,481,1
16,15,11,478,478,0
16,15,11,478,478,0
16,9,9,458,568,1
16,9,9,458,568,1
19,11,7,537,602,0
19,11,7,537,602,0
12,14,13,489,538,1
12,14,13,489,538,1
8,15,9,462,501,0
8,15,9,462,501,0
3,6,5,418,416,1
3,6,5,418,416,1
8,11,6,380,463,0
8,11,6,380,463,0
12,12,13,420,547,0
12,12,13,420,547,0
26,6,7,792,732,1
26,6,7,792,732,1
6,10,13,314,348,0
6,10,13,314,348,0
8,4,9,390,324,1
8,4,9,390,324,1
3,3,3,217,164,0
3,3,3,217,164,0
14,14,21,443,520,1
14,14,21,443,520,1
22,9,14,552,620,1
22,9,14,552,620,1
5,21,8,264,260,0
5,21,8,264,260,0
12,2,5,448,362,1
12,2,5,448,362,1
8,6,7,349,373,0
8,6,7,349,373,0
9,14,11,430,555,0
9,14,11,430,555,0
17,11,7,424,565,1
17,11,7,424,565,1
17,9,20,438,581,0
17,9,20,438,581,0
8,14,7,407,536,0
8,14,7,407,536,0
8,11,18,399,512,1
8,11,18,399,512,1
23,5,7,695,754,1
23,5,7,695,754,1
10,13,3,387,486,0
10,13,3,387,486,0
8,9,11,436,526,1
8,9,11,436,526,1
6,9,7,359,356,1
6,9,7,359,356,1
18,9,9,536,646,1
18,9,9,536,646,1
21,3,5,577,564,1
21,3,5,577,564,1
8,4,10,477,481,1
8,4,10,477,481,1
14,10,8,602,703,1
14,10,8,602,703,1
8,9,12,433,559,0
8,9,12,433,559,0
1,10,10,306,305,1
1,10,10,306,305,1
4,10,3,341,318,0
4,10,3,341,318,0
14,5,3,376,447,0
14,5,3,376,447,0
23,2,4,518,638,1
23,2,4,518,638,1
34,3,12,860,992,1
34,3,12,860,992,1
26,15,22,615,547,1
26,15,22,615,547,1
25,2,12,831,874,1
25,2,12,831,874,1
3,9,5,358,366,1
3,9,5,358,366,1
14,8,20,574,622,1
14,8,20,574,622,1
14,16,11,402,443,0
14,16,11,402,443,0
11,11,8,448,458,0
11,11,8,448,458,0
8,12,17,416,469,1
8,12,17,416,469,1
11,13,9,333,402,0
11,13,9,333,402,0
11,11,7,370,377,0
11,11,7,370,377,0
27,7,16,570,663,1
27,7,16,570,663,1
4,5,9,310,300,0
4,5,9,310,300,0
15,13,12,483,648,0
15,13,12,483,648,0
14,14,11,493,470,1
14,14,11,493,470,1
7,15,8,344,362,1
7,15,8,344,362,1
26,10,6,664,713,1
26,10,6,664,713,1
17,1,9,479,499,1
17,1,9,479,499,1
13,9,17,525,525,0
13,9,17,525,525,0
10,10,13,301,326,0
10,10,13,301,326,0
18,8,20,569,582,1
18,8,20,569,582,1
15,2,10,636,523,1
15,2,10,636,523,1
9,13,16,465,604,1
9,13,16,465,604,1
3,13,4,202,209,0
3,13,4,202,209,0
7,14,10,314,369,0
7,14,10,314,369,0
19,4,10,641,636,1
19,4,10,641,636,1
10,11,7,396,488,0
10,11,7,396,488,0
24,9,10,513,575,1
24,9,10,513,575,1
13,11,4,349,289,0
13,11,4,349,289,0
6,7,6,392,455,0
6,7,6,392,455,0
12,14,4,380,432,0
12,14,4,380,432,0
12,11,18,473,546,1
12,11,18,473,546,1
12,2,10,634,616,1
12,2,10,634,616,1
16,10,11,450,668,0
16,10,11,450,668,0
8,16,6,377,502,0
8,16,6,377,502,0
4,10,5,312,332,0
4,10,5,312,332,0
20,4,11,627,672,1
20,4,11,627,672,1
8,24,8,325,356,0
8,24,8,325,356,0
17,12,16,434,533,0
17,12,16,434,533,0
19,7,11,537,646,1
19,7,11,537,646,1
10,11,9,332,411,0
10,11,9,332,411,0
15,3,2,683,781,1
15,3,2,683,781,1
12,7,11,485,475,1
12,7,11,485,475,1
36,19,15,571,421,0
36,19,15,571,421,0
0,16,4,182,201,0
0,16,4,182,201,0
7,0,5,574,406,1
7,0,5,574,406,1
16,14,14,465,569,0
16,14,14,465,569,0
14,10,14,554,539,1
14,10,14,554,539,1
26,13,9,532,664,0
26,13,9,532,664,0
23,8,7,539,683,0
23,8,7,539,683,0
16,15,8,417,471,0
16,15,8,417,471,0
14,17,20,367,473,0
14,17,20,367,473,0
5,2,10,402,426,1
5,2,10,402,426,1
25,10,8,613,773,1
25,10,8,613,773,1
15,14,8,410,402,1
15,14,8,410,402,1
12,15,12,456,540,0
12,15,12,456,540,0
3,10,9,328,371,0
3,10,9,328,371,0
15,12,7,437,549,1
15,12,7,437,549,1
15,7,7,526,754,0
15,7,7,526,754,0
11,17,10,387,410,0
11,17,10,387,410,0
8,11,11,436,535,0
8,11,11,436,535,0
4,12,6,330,386,0
4,12,6,330,386,0
13,6,10,434,579,0
13,6,10,434,579,0
9,15,12,394,404,1
9,15,12,394,404,1
17,9,8,487,545,0
17,9,8,487,545,0
11,4,18,497,607,1
11,4,18,497,607,1
10,8,10,462,542,1
10,8,10,462,542,1
10,6,18,470,616,0
10,6,18,470,616,0
37,8,14,729,520,1
37,8,14,729,520,1
13,10,10,400,472,0
13,10,10,400,472,0
7,3,5,425,357,1
7,3,5,425,357,1
5,8,19,497,622,1
5,8,19,497,622,1
2,7,1,300,347,0
2,7,1,300,347,0
7,15,16,349,400,0
7,15,16,349,400,0
15,8,5,498,601,1
15,8,5,498,601,1
20,7,7,589,658,1
20,7,7,589,658,1
5,17,12,412,422,1
5,17,12,412,422,1
14,5,16,402,380,1
14,5,16,402,380,1
13,12,15,435,619,0
13,12,15,435,619,0
3,3,3,487,530,1
3,3,3,487,530,1
7,17,12,317,350,0
7,17,12,317,350,0
7,14,3,345,342,0
7,14,3,345,342,0
8,11,10,328,363,0
8,11,10,328,363,0
8,12,16,440,500,1
8,12,16,440,500,1
4,9,4,302,342,0
4,9,4,302,342,0
27,19,17,501,489,0
27,19,17,501,489,0
19,7,9,514,410,1
19,7,9,514,410,1
9,19,8,338,402,0
9,19,8,338,402,0
13,10,15,583,721,1
13,10,15,583,721,1
3,5,10,345,267,1
3,5,10,345,267,1
23,9,11,600,502,1
23,9,11,600,502,1
21,9,7,410,520,1
21,9,7,410,520,1
12,19,9,368,503,0
12,19,9,368,503,0
11,10,9,525,559,0
11,10,9,525,559,0
7,4,10,506,467,1
7,4,10,506,467,1
10,6,9,571,657,1
10,6,9,571,657,1
22,13,15,552,543,0
22,13,15,552,543,0
13,5,16,487,615,1
13,5,16,487,615,1
17,8,8,550,694,1
17,8,8,550,694,1
20,4,8,706,663,1
20,4,8,706,663,1
18,6,7,556,582,1
18,6,7,556,582,1
2,16,4,293,304,0
2,16,4,293,304,0
17,9,13,524,577,1
17,9,13,524,577,1
12,12,10,480,581,0
12,12,10,480,581,0
9,15,5,483,641,0
9,15,5,483,641,0
7,11,20,441,534,1
7,11,20,441,534,1
5,10,3,333,411,0
5,10,3,333,411,0
14,15,13,363,437,0
14,15,13,363,437,0
8,8,7,363,368,0
8,8,7,363,368,0
4,8,4,285,312,0
4,8,4,285,312,0
6,13,13,316,358,0
6,13,13,316,358,0
14,2,11,545,699,1
14,2,11,545,699,1
12,2,16,554,598,1
12,2,16,554,598,1
36,12,12,621,695,1
36,12,12,621,695,1
0,13,1,135,109,0
0,13,1,135,109,0
12,11,16,358,390,0
12,11,16,358,390,0
4,14,5,286,287,0
4,14,5,286,287,0
5,10,6,270,288,0
5,10,6,270,288,0
28,11,11,635,532,0
28,11,11,635,532,0
6,18,10,351,420,0
6,18,10,351,420,0
8,17,5,281,253,0
8,17,5,281,253,0
16,9,17,530,653,1
16,9,17,530,653,1
5,6,13,476,494,1
5,6,13,476,494,1
2,11,0,239,204,0
2,11,0,239,204,0
7,2,7,561,430,1
7,2,7,561,430,1
6,7,3,222,212,0
6,7,3,222,212,0
0,1,0,237,12,1
0,1,0,237,12,1
6,9,17,502,519,0
6,9,17,502,519,0
3,8,7,385,432,1
3,8,7,385,432,1
5,13,16,243,251,0
5,13,16,243,251,0
13,11,11,391,478,0
13,11,11,391,478,0
16,7,8,629,639,0
16,7,8,629,639,0
13,15,10,389,501,1
13,15,10,389,501,1
6,7,8,350,451,0
6,7,8,350,451,0
1,10,3,317,315,0
1,10,3,317,315,0
16,2,16,594,770,1
16,2,16,594,770,1
14,4,8,498,507,1
14,4,8,498,507,1
27,9,15,688,696,1
27,9,15,688,696,1
5,23,10,361,368,1
5,23,10,361,368,1
11,15,21,335,406,0
11,15,21,335,406,0
6,14,5,295,292,0
6,14,5,295,292,0
19,4,7,677,698,1
19,4,7,677,698,1
14,11,16,431,544,1
14,11,16,431,544,1
18,6,13,612,607,1
18,6,13,612,607,1
19,3,12,590,690,1
19,3,12,590,690,1
5,11,6,383,482,0
5,11,6,383,482,0
18,5,8,435,618,0
18,5,8,435,618,0
16,20,6,397,439,0
16,20,6,397,439,0
18,10,24,377,606,0
18,10,24,377,606,0
13,7,6,412,465,0
13,7,6,412,465,0
23,13,6,471,670,0
23,13,6,471,670,0
10,12,4,348,365,1
10,12,4,348,365,1
6,4,7,554,654,1
6,4,7,554,654,1
17,7,5,580,651,1
17,7,5,580,651,1
17,3,5,762,691,1
17,3,5,762,691,1
9,3,4,450,502,1
9,3,4,450,502,1
18,17,14,488,408,0
18,17,14,488,408,0
2,17,5,256,274,0
2,17,5,256,274,0
10,16,6,363,389,0
10,16,6,363,389,0
14,6,19,577,529,1
14,6,19,577,529,1
9,7,13,536,532,1
9,7,13,536,532,1
20,7,18,730,660,1
20,7,18,730,660,1
16,18,12,425,397,0
16,18,12,425,397,0
28,9,7,571,676,0
28,9,7,571,676,0
12,3,7,530,464,1
12,3,7,530,464,1
23,14,18,486,553,0
23,14,18,486,553,0
13,14,10,425,540,0
13,14,10,425,540,0
4,7,7,266,296,0
4,7,7,266,296,0
15,15,1,386,418,0
15,15,1,386,418,0
13,14,6,387,448,0
13,14,6,387,448,0
7,2,4,540,429,1
7,2,4,540,429,1
3,6,7,491,440,1
3,6,7,491,440,1
20,13,13,502,540,1
20,13,13,502,540,1
1,11,5,230,228,0
1,11,5,230,228,0
1,6,8,378,440,1
1,6,8,378,440,1
4,5,4,385,269,1
4,5,4,385,269,1
9,8,24,382,474,1
9,8,24,382,474,1
9,4,2,357,423,0
9,4,2,357,423,0
4,11,6,245,271,0
4,11,6,245,271,0
28,3,11,664,805,1
28,3,11,664,805,1
16,14,11,386,505,0
16,14,11,386,505,0
24,5,11,629,711,1
24,5,11,629,711,1
22,12,11,531,556,0
22,12,11,531,556,0
9,12,14,437,485,1
9,12,14,437,485,1
5,9,4,388,333,1
5,9,4,388,333,1
23,7,9,546,471,1
23,7,9,546,471,1
2,12,7,437,328,0
2,12,7,437,328,0
28,4,10,635,681,1
28,4,10,635,681,1
9,5,11,373,322,1
9,5,11,373,322,1
15,1,7,605,614,1
15,1,7,605,614,1
5,21,5,307,299,1
5,21,5,307,299,1
4,6,4,303,325,0
4,6,4,303,325,0
3,16,17,342,524,0
3,16,17,342,524,0
20,1,8,815,790,1
20,1,8,815,790,1
8,13,11,374,466,0
8,13,11,374,466,0
11,5,12,491,467,1
11,5,12,491,467,1
2,9,1,278,301,0
2,9,1,278,301,0
7,8,6,405,470,1
7,8,6,405,470,1
8,13,14,400,503,1
8,13,14,400,503,1
8,8,14,583,598,1
8,8,14,583,598,1
21,9,5,613,718,1
21,9,5,613,718,1
14,5,14,575,590,1
14,5,14,575,590,1
5,16,12,389,403,0
5,16,12,389,403,0
7,14,8,348,428,0
7,14,8,348,428,0
2,7,11,401,339,1
2,7,11,401,339,1
3,6,2,439,367,0
3,6,2,439,367,0
24,3,8,630,598,1
24,3,8,630,598,1
22,5,5,550,609,1
22,5,5,550,609,1
8,13,5,393,516,0
8,13,5,393,516,0
4,16,3,234,257,0
4,16,3,234,257,0
2,19,6,187,181,0
2,19,6,187,181,0
12,4,11,626,681,1
12,4,11,626,681,1
10,14,4,356,466,0
10,14,4,356,466,0
17,3,10,655,581,1
17,3,10,655,581,1
11,4,10,506,407,1
11,4,10,506,407,1
17,14,15,509,535,1
17,14,15,509,535,1
10,13,9,384,476,0
10,13,9,384,476,0
25,5,5,765,899,1
25,5,5,765,899,1
14,5,17,518,641,1
14,5,17,518,641,1
16,12,5,512,610,0
16,12,5,512,610,0
17,14,21,454,589,0
17,14,21,454,589,0
24,3,16,589,643,1
24,3,16,589,643,1
8,4,20,546,582,1
8,4,20,546,582,1
1,5,6,486,368,1
1,5,6,486,368,1
15,15,16,473,587,0
15,15,16,473,587,0
8,5,5,592,695,1
8,5,5,592,695,1
8,14,12,399,506,1
8,14,12,399,506,1
29,14,11,594,681,0
29,14,11,594,681,0
43,12,19,665,577,1
43,12,19,665,577,1
6,15,21,322,393,0
6,15,21,322,393,0
13,11,9,439,551,0
13,11,9,439,551,0
3,9,10,332,392,0
3,9,10,332,392,0
13,6,8,488,560,1
13,6,8,488,560,1
11,11,13,420,513,0
11,11,13,420,513,0
21,8,16,646,771,1
21,8,16,646,771,1
6,12,17,340,381,1
6,12,17,340,381,1
11,11,12,531,649,1
11,11,12,531,649,1
16,12,10,613,660,1
16,12,10,613,660,1
7,7,10,350,438,0
7,7,10,350,438,0
21,3,17,645,749,1
21,3,17,645,749,1
5,8,2,305,352,0
5,8,2,305,352,0
37,6,11,944,850,1
37,6,11,944,850,1
18,10,10,399,581,0
18,10,10,399,581,0
18,5,6,704,681,1
18,5,6,704,681,1
30,21,17,565,563,0
30,21,17,565,563,0
7,13,6,418,370,1
7,13,6,418,370,1
7,13,4,322,326,0
7,13,4,322,326,0
11,6,14,710,745,1
11,6,14,710,745,1
13,8,4,614,643,1
13,8,4,614,643,1
26,3,12,803,825,1
26,3,12,803,825,1
20,8,10,462,603,0
20,8,10,462,603,0
18,7,9,438,630,0
18,7,9,438,630,0
22,13,12,537,562,0
22,13,12,537,562,0
4,9,6,393,401,0
4,9,6,393,401,0
19,1,10,549,581,1
19,1,10,549,581,1
11,16,7,367,442,0
11,16,7,367,442,0
12,4,2,582,701,1
12,4,2,582,701,1
7,14,6,334,383,0
7,14,6,334,383,0
21,10,11,570,611,0
21,10,11,570,611,0
0,11,4,253,289,0
0,11,4,253,289,0
21,3,14,524,528,1
21,3,14,524,528,1
25,10,21,589,635,1
25,10,21,589,635,1
9,11,7,362,504,0
9,11,7,362,504,0
17,9,18,550,610,1
17,9,18,550,610,1
10,12,6,417,382,1
10,12,6,417,382,1
9,5,6,372,402,0
9,5,6,372,402,0
16,6,11,554,727,1
16,6,11,554,727,1
9,5,6,477,493,1
9,5,6,477,493,1
11,3,9,479,431,1
11,3,9,479,431,1
19,6,10,681,796,1
19,6,10,681,796,1
6,20,7,303,362,0
6,20,7,303,362,0
14,10,15,471,410,1
14,10,15,471,410,1
19,11,8,407,514,0
19,11,8,407,514,0
5,6,2,294,267,0
5,6,2,294,267,0
16,14,7,353,413,0
16,14,7,353,413,0
10,5,10,481,563,1
10,5,10,481,563,1
17,6,14,563,658,1
17,6,14,563,658,1
12,19,11,409,469,0
12,19,11,409,469,0
2,10,10,259,267,0
2,10,10,259,267,0
10,10,8,464,552,0
10,10,8,464,552,0
12,7,18,534,575,1
12,7,18,534,575,1
9,12,9,366,481,0
9,12,9,366,481,0
17,16,21,528,634,1
17,16,21,528,634,1
21,7,15,644,705,1
21,7,15,644,705,1
9,6,13,571,576,1
9,6,13,571,576,1
19,2,20,623,736,1
19,2,20,623,736,1
6,4,9,441,345,1
6,4,9,441,345,1
22,12,14,662,686,1
22,12,14,662,686,1
22,12,12,544,580,0
22,12,12,544,580,0
3,14,5,253,274,0
3,14,5,253,274,0
13,14,21,533,617,0
13,14,21,533,617,0
14,10,4,469,454,0
14,10,4,469,454,0
21,5,10,637,712,1
21,5,10,637,712,1
10,9,9,488,609,1
10,9,9,488,609,1
3,13,3,308,328,0
3,13,3,308,328,0
22,3,12,673,779,1
22,3,12,673,779,1
11,14,12,480,636,1
11,14,12,480,636,1
19,9,15,532,527,1
19,9,15,532,527,1
18,13,6,474,632,0
18,13,6,474,632,0
18,8,8,483,525,1
18,8,8,483,525,1
17,5,10,625,680,1
17,5,10,625,680,1
17,10,16,493,559,1
17,10,16,493,559,1
29,9,18,575,598,1
29,9,18,575,598,1
16,11,18,486,527,1
16,11,18,486,527,1
16,5,12,648,617,1
16,5,12,648,617,1
8,8,4,506,527,1
8,8,4,506,527,1
9,1,4,579,547,1
9,1,4,579,547,1
9,16,21,510,570,1
9,16,21,510,570,1
11,10,8,393,403,0
11,10,8,393,403,0
10,11,9,492,514,1
10,11,9,492,514,1
1,10,6,350,405,0
1,10,6,350,405,0
15,7,10,595,631,1
15,7,10,595,631,1
14,9,7,416,604,0
14,9,7,416,604,0
23,7,13,634,847,1
23,7,13,634,847,1
16,11,15,499,609,1
16,11,15,499,609,1
18,15,11,453,583,1
18,15,11,453,583,1
12,7,9,387,561,0
12,7,9,387,561,0
13,6,7,558,601,1
13,6,7,558,601,1
15,5,9,619,725,1
15,5,9,619,725,1
37,7,5,786,894,1
37,7,5,786,894,1
18,5,11,583,723,1
18,5,11,583,723,1
39,4,8,764,928,1
39,4,8,764,928,1
6,12,13,361,428,0
6,12,13,361,428,0
16,9,11,458,666,0
16,9,11,458,666,0
3,17,9,289,321,0
3,17,9,289,321,0
14,12,11,485,503,0
14,12,11,485,503,0
13,9,20,538,534,1
13,9,20,538,534,1
7,10,4,389,466,0
7,10,4,389,466,0
13,8,13,469,447,1
13,8,13,469,447,1
21,10,3,524,740,0
21,10,3,524,740,0
7,13,9,382,471,0
7,13,9,382,471,0
17,8,12,544,654,1
17,8,12,544,654,1
9,11,5,491,592,1
9,11,5,491,592,1
10,10,5,235,171,0
10,10,5,235,171,0
17,5,19,568,602,1
17,5,19,568,602,1
8,15,9,442,493,0
8,15,9,442,493,0
12,13,17,356,429,0
12,13,17,356,429,0
25,15,11,606,461,0
25,15,11,606,461,0
5,19,12,388,434,0
5,19,12,388,434,0
13,10,6,491,640,0
13,10,6,491,640,0
14,12,20,508,675,1
14,12,20,508,675,1
8,6,5,440,506,0
8,6,5,440,506,0
7,14,2,362,383,0
7,14,2,362,383,0
18,8,8,577,687,1
18,8,8,577,687,1
11,9,15,507,585,1
11,9,15,507,585,1
11,8,8,426,691,0
11,8,8,426,691,0
6,7,5,305,297,0
6,7,5,305,297,0
8,18,8,316,380,0
8,18,8,316,380,0
14,14,17,425,530,0
14,14,17,425,530,0
13,12,6,436,521,0
13,12,6,436,521,0
22,8,13,715,798,1
22,8,13,715,798,1
23,12,5,537,585,1
23,12,5,537,585,1
34,13,19,519,470,0
34,13,19,519,470,0
9,7,7,398,381,1
9,7,7,398,381,1
2,10,10,308,313,0
2,10,10,308,313,0
31,7,24,545,521,1
31,7,24,545,521,1
18,14,23,438,527,0
18,14,23,438,527,0
8,8,5,412,544,0
8,8,5,412,544,0
18,6,10,658,721,1
18,6,10,658,721,1
18,3,8,703,784,1
18,3,8,703,784,1
13,16,13,434,529,1
13,16,13,434,529,1
31,9,7,710,587,1
31,9,7,710,587,1
5,12,9,373,422,0
5,12,9,373,422,0
15,11,11,444,570,0
15,11,11,444,570,0
19,13,7,495,485,0
19,13,7,495,485,0
1,13,7,272,298,0
1,13,7,272,298,0
6,5,13,505,573,1
6,5,13,505,573,1
10,14,9,432,492,1
10,14,9,432,492,1
22,5,17,557,781,0
22,5,17,557,781,0
15,15,10,432,483,0
15,15,10,432,483,0
9,10,4,454,527,0
9,10,4,454,527,0
13,5,9,421,552,0
13,5,9,421,552,0
11,4,5,607,540,1
11,4,5,607,540,1
6,8,8,334,359,0
6,8,8,334,359,0
2,9,18,274,317,0
2,9,18,274,317,0
34,17,7,824,712,0
34,17,7,824,712,0
10,13,6,368,454,0
10,13,6,368,454,0
26,10,14,597,649,1
26,10,14,597,649,1
7,14,10,408,362,1
7,14,10,408,362,1
14,11,10,394,533,0
14,11,10,394,533,0
23,3,11,599,624,1
23,3,11,599,624,1
24,11,8,528,564,0
24,11,8,528,564,0
6,10,0,303,347,0
6,10,0,303,347,0
9,4,5,635,562,1
9,4,5,635,562,1
3,4,8,374,409,1
3,4,8,374,409,1
16,13,28,372,421,0
16,13,28,372,421,0
7,12,15,376,424,1
7,12,15,376,424,1
8,11,8,418,540,0
8,11,8,418,540,0
6,9,12,455,619,0
6,9,12,455,619,0
14,5,5,528,641,0
14,5,5,528,641,0
6,8,15,508,621,1
6,8,15,508,621,1
19,3,10,722,686,1
19,3,10,722,686,1
16,10,22,592,685,1
16,10,22,592,685,1
21,5,14,760,844,1
21,5,14,760,844,1
8,9,12,550,608,1
8,9,12,550,608,1
3,3,10,347,264,1
3,3,10,347,264,1
24,16,22,605,525,1
24,16,22,605,525,1
5,12,5,395,442,0
5,12,5,395,442,0
8,14,20,415,475,1
8,14,20,415,475,1
26,12,16,733,568,0
26,12,16,733,568,0
8,14,11,431,420,1
8,14,11,431,420,1
22,6,14,640,666,1
22,6,14,640,666,1
20,11,15,540,647,1
20,11,15,540,647,1
16,10,3,919,937,0
16,10,3,919,937,0
15,4,6,477,543,1
15,4,6,477,543,1
13,2,3,597,793,0
13,2,3,597,793,0
7,4,9,442,386,1
7,4,9,442,386,1
29,15,13,432,501,0
29,15,13,432,501,0
21,5,12,650,863,1
21,5,12,650,863,1
18,8,19,543,587,1
18,8,19,543,587,1
18,11,13,509,579,1
18,11,13,509,579,1
2,9,12,429,455,1
2,9,12,429,455,1
24,22,12,572,463,1
24,22,12,572,463,1
23,15,20,519,566,0
23,15,20,519,566,0
16,6,12,521,631,1
16,6,12,521,631,1
20,1,7,725,732,1
20,1,7,725,732,1
24,2,10,738,792,1
24,2,10,738,792,1
9,15,12,432,430,0
9,15,12,432,430,0
12,14,6,458,476,1
12,14,6,458,476,1
12,14,5,359,381,0
12,14,5,359,381,0
30,11,12,685,657,1
30,11,12,685,657,1
12,0,4,744,592,1
12,0,4,744,592,1
32,9,11,732,585,1
32,9,11,732,585,1
16,9,14,493,624,1
16,9,14,493,624,1
12,7,11,578,619,1
12,7,11,578,619,1
16,5,5,660,751,1
16,5,5,660,751,1
5,13,10,408,430,1
5,13,10,408,430,1
9,20,19,373,480,0
9,20,19,373,480,0
27,3,13,844,827,1
27,3,13,844,827,1
3,14,9,324,390,0
3,14,9,324,390,0
20,13,12,456,513,1
20,13,12,456,513,1
11,2,12,603,608,1
11,2,12,603,608,1
13,6,15,480,531,1
13,6,15,480,531,1
19,14,15,412,512,0
19,14,15,412,512,0
25,8,9,626,602,1
25,8,9,626,602,1
4,7,8,611,578,1
4,7,8,611,578,1
21,11,17,565,556,1
21,11,17,565,556,1
27,1,16,660,834,1
27,1,16,660,834,1
15,8,7,462,581,0
15,8,7,462,581,0
11,7,6,499,711,0
11,7,6,499,711,0
2,18,3,272,281,0
2,18,3,272,281,0
26,7,5,669,618,1
26,7,5,669,618,1
10,1,6,639,656,1
10,1,6,639,656,1
6,17,16,360,485,0
6,17,16,360,485,0
15,8,5,553,645,0
