@relation windrunner

@attribute k numeric
@attribute d numeric
@attribute a numeric
@attribute gpm numeric
@attribute xpm numeric
@attribute win {1,0}

@data
7,2,16,489,477,1
8,8,4,401,489,0
8,8,4,401,489,0
5,2,8,409,420,1
5,2,8,409,420,1
2,12,11,370,373,1
2,12,11,370,373,1
5,6,13,474,598,1
5,6,13,474,598,1
1,7,4,348,313,1
1,7,4,348,313,1
2,9,3,363,353,0
2,9,3,363,353,0
14,9,14,482,514,0
14,9,14,482,514,0
14,6,17,458,549,1
14,6,17,458,549,1
10,11,25,440,637,1
10,11,25,440,637,1
11,11,15,487,595,1
11,11,15,487,595,1
6,7,10,408,400,1
6,7,10,408,400,1
8,7,6,417,477,0
8,7,6,417,477,0
4,8,6,318,399,0
4,8,6,318,399,0
4,13,10,275,303,0
4,13,10,275,303,0
10,9,14,405,530,0
10,9,14,405,530,0
15,10,13,447,544,1
15,10,13,447,544,1
17,6,20,554,480,0
17,6,20,554,480,0
18,10,11,497,708,0
18,10,11,497,708,0
5,1,13,460,401,1
5,1,13,460,401,1
16,9,10,495,620,1
16,9,10,495,620,1
0,7,7,193,230,0
0,7,7,193,230,0
6,12,11,379,569,0
6,12,11,379,569,0
8,14,7,499,581,1
8,14,7,499,581,1
12,8,5,394,478,0
12,8,5,394,478,0
2,8,6,149,105,0
2,8,6,149,105,0
8,10,8,345,438,0
8,10,8,345,438,0
4,5,18,355,418,1
4,5,18,355,418,1
16,11,12,384,545,0
16,11,12,384,545,0
14,19,11,372,469,0
14,19,11,372,469,0
15,5,13,587,656,1
15,5,13,587,656,1
9,7,20,402,488,1
9,7,20,402,488,1
4,7,7,362,397,0
4,7,7,362,397,0
2,9,1,265,300,0
2,9,1,265,300,0
14,5,17,417,580,1
14,5,17,417,580,1
6,10,6,294,350,0
6,10,6,294,350,0
5,11,3,259,283,0
5,11,3,259,283,0
3,12,19,306,346,1
3,12,19,306,346,1
12,7,11,458,513,1
12,7,11,458,513,1
1,3,0,283,310,0
1,3,0,283,310,0
2,6,4,254,282,0
2,6,4,254,282,0
6,8,11,439,382,1
6,8,11,439,382,1
7,8,27,381,581,0
7,8,27,381,581,0
4,9,16,316,407,0
4,9,16,316,407,0
6,5,16,371,379,1
6,5,16,371,379,1
1,10,5,251,242,0
1,10,5,251,242,0
9,12,14,426,504,0
9,12,14,426,504,0
10,8,11,398,514,0
10,8,11,398,514,0
1,15,6,219,297,0
1,15,6,219,297,0
4,4,12,384,417,1
4,4,12,384,417,1
8,4,9,479,376,1
8,4,9,479,376,1
2,7,6,331,415,0
2,7,6,331,415,0
10,0,6,466,506,1
10,0,6,466,506,1
1,8,3,314,402,0
1,8,3,314,402,0
11,7,20,484,578,1
11,7,20,484,578,1
4,6,8,342,458,1
4,6,8,342,458,1
7,9,6,386,409,0
7,9,6,386,409,0
7,6,5,412,495,0
7,6,5,412,495,0
6,10,5,319,397,0
6,10,5,319,397,0
14,9,10,394,462,0
14,9,10,394,462,0
1,4,6,265,267,0
1,4,6,265,267,0
7,11,9,351,461,0
7,11,9,351,461,0
14,6,15,527,598,1
14,6,15,527,598,1
14,7,18,481,542,1
14,7,18,481,542,1
6,10,5,317,348,0
6,10,5,317,348,0
11,5,8,432,569,0
11,5,8,432,569,0
6,9,9,279,337,0
6,9,9,279,337,0
10,9,9,404,497,0
10,9,9,404,497,0
2,5,5,284,304,0
2,5,5,284,304,0
7,9,17,359,418,1
7,9,17,359,418,1
5,2,11,387,377,1
5,2,11,387,377,1
8,8,17,385,436,1
8,8,17,385,436,1
25,5,16,631,790,1
25,5,16,631,790,1
6,3,11,438,562,1
6,3,11,438,562,1
4,5,19,449,544,1
4,5,19,449,544,1
13,4,12,358,443,0
13,4,12,358,443,0
10,7,12,433,569,0
10,7,12,433,569,0
8,8,9,474,534,1
8,8,9,474,534,1
3,5,5,370,441,0
3,5,5,370,441,0
12,8,12,464,554,1
12,8,12,464,554,1
9,6,15,530,605,1
9,6,15,530,605,1
2,14,4,236,245,0
2,14,4,236,245,0
15,5,8,473,587,1
15,5,8,473,587,1
6,14,11,317,421,0
6,14,11,317,421,0
2,5,4,325,355,0
2,5,4,325,355,0
4,6,2,309,347,0
4,6,2,309,347,0
8,14,14,313,425,0
8,14,14,313,425,0
6,7,8,378,523,0
6,7,8,378,523,0
8,17,9,372,303,1
8,17,9,372,303,1
17,3,16,490,558,1
17,3,16,490,558,1
7,12,26,339,351,0
7,12,26,339,351,0
6,15,7,262,315,0
6,15,7,262,315,0
2,8,13,288,240,1
2,8,13,288,240,1
13,10,5,390,550,0
13,10,5,390,550,0
19,5,16,539,591,1
19,5,16,539,591,1
4,4,14,361,350,1
4,4,14,361,350,1
16,5,11,616,511,1
16,5,11,616,511,1
0,8,1,174,143,0
0,8,1,174,143,0
26,11,5,536,705,0
26,11,5,536,705,0
1,6,1,228,277,0
1,6,1,228,277,0
12,8,26,520,662,1
12,8,26,520,662,1
2,3,12,393,399,1
2,3,12,393,399,1
10,10,16,348,419,0
10,10,16,348,419,0
11,2,14,410,511,1
11,2,14,410,511,1
12,2,9,501,459,1
12,2,9,501,459,1
7,10,11,371,432,0
7,10,11,371,432,0
4,6,7,414,448,1
4,6,7,414,448,1
9,3,8,499,543,1
9,3,8,499,543,1
1,6,9,223,232,0
1,6,9,223,232,0
3,7,9,349,396,1
3,7,9,349,396,1
0,7,0,152,202,0
0,7,0,152,202,0
6,5,16,427,382,1
6,5,16,427,382,1
6,8,7,447,387,1
6,8,7,447,387,1
16,6,14,509,679,1
16,6,14,509,679,1
3,6,4,376,357,0
3,6,4,376,357,0
22,6,19,531,675,1
22,6,19,531,675,1
10,5,8,508,602,1
10,5,8,508,602,1
5,7,15,420,480,1
5,7,15,420,480,1
26,5,19,566,682,1
26,5,19,566,682,1
10,12,4,340,430,0
10,12,4,340,430,0
9,12,13,391,511,0
9,12,13,391,511,0
3,9,5,275,289,0
3,9,5,275,289,0
10,7,15,400,591,0
10,7,15,400,591,0
8,1,5,505,550,1
8,1,5,505,550,1
6,17,9,314,302,1
6,17,9,314,302,1
17,5,8,477,644,1
17,5,8,477,644,1
20,4,7,543,668,1
20,4,7,543,668,1
6,12,22,537,694,1
6,12,22,537,694,1
6,10,6,294,255,0
6,10,6,294,255,0
18,0,19,644,695,1
18,0,19,644,695,1
11,7,18,399,534,0
11,7,18,399,534,0
9,5,14,500,649,1
9,5,14,500,649,1
17,14,24,459,512,0
17,14,24,459,512,0
6,11,9,288,402,0
6,11,9,288,402,0
3,12,9,252,260,0
3,12,9,252,260,0
10,6,17,456,512,1
10,6,17,456,512,1
9,11,24,380,520,1
9,11,24,380,520,1
11,3,9,381,462,1
11,3,9,381,462,1
21,10,10,574,665,1
21,10,10,574,665,1
10,8,13,446,548,1
10,8,13,446,548,1
0,3,1,143,41,1
0,3,1,143,41,1
14,3,12,571,563,1
14,3,12,571,563,1
20,5,13,622,798,1
20,5,13,622,798,1
5,13,7,341,396,0
5,13,7,341,396,0
20,6,6,534,676,1
20,6,6,534,676,1
6,6,10,382,347,1
6,6,10,382,347,1
19,16,19,359,410,0
19,16,19,359,410,0
13,2,5,581,676,1
13,2,5,581,676,1
7,5,7,339,368,0
7,5,7,339,368,0
4,15,8,297,460,1
4,15,8,297,460,1
11,11,13,383,478,0
11,11,13,383,478,0
4,2,4,342,352,0
4,2,4,342,352,0
3,10,17,342,325,1
3,10,17,342,325,1
4,12,14,376,451,1
4,12,14,376,451,1
3,8,7,304,317,0
3,8,7,304,317,0
10,10,14,403,515,0
10,10,14,403,515,0
13,9,6,478,596,1
13,9,6,478,596,1
14,10,10,536,636,1
14,10,10,536,636,1
3,4,13,473,518,1
3,4,13,473,518,1
11,15,13,443,569,1
11,15,13,443,569,1
4,9,10,476,582,0
4,9,10,476,582,0
8,7,10,498,455,1
8,7,10,498,455,1
7,5,4,510,517,1
7,5,4,510,517,1
7,13,10,407,507,0
7,13,10,407,507,0
4,0,17,465,517,1
4,0,17,465,517,1
5,7,19,346,415,1
5,7,19,346,415,1
18,13,4,460,595,0
18,13,4,460,595,0
5,8,6,312,342,1
5,8,6,312,342,1
14,5,8,499,592,1
14,5,8,499,592,1
14,4,11,556,670,1
14,4,11,556,670,1
2,14,12,343,406,0
2,14,12,343,406,0
23,10,20,601,719,1
23,10,20,601,719,1
7,8,9,367,500,0
7,8,9,367,500,0
3,3,17,367,410,1
3,3,17,367,410,1
17,8,7,428,568,0
17,8,7,428,568,0
13,6,13,531,609,1
13,6,13,531,609,1
16,7,6,430,526,0
16,7,6,430,526,0
9,7,6,333,404,0
9,7,6,333,404,0
9,4,9,499,490,1
9,4,9,499,490,1
1,9,2,151,92,0
1,9,2,151,92,0
3,10,8,274,274,0
3,10,8,274,274,0
3,9,8,343,462,0
3,9,8,343,462,0
9,3,19,462,502,1
9,3,19,462,502,1
9,5,15,446,487,1
9,5,15,446,487,1
10,7,16,429,570,1
10,7,16,429,570,1
6,7,19,369,467,0
6,7,19,369,467,0
14,6,12,488,522,1
14,6,12,488,522,1
9,8,10,418,562,0
9,8,10,418,562,0
13,6,13,428,581,1
13,6,13,428,581,1
5,5,19,398,482,1
5,5,19,398,482,1
5,4,7,381,414,0
5,4,7,381,414,0
6,10,12,315,428,0
6,10,12,315,428,0
3,2,15,464,493,1
3,2,15,464,493,1
14,14,5,513,567,0
14,14,5,513,567,0
15,6,13,358,498,0
15,6,13,358,498,0
4,4,17,353,454,0
4,4,17,353,454,0
9,14,17,414,482,0
9,14,17,414,482,0
17,8,3,519,642,1
17,8,3,519,642,1
11,3,17,565,553,1
11,3,17,565,553,1
3,6,6,356,308,1
3,6,6,356,308,1
10,4,11,493,428,1
10,4,11,493,428,1
6,4,1,322,362,0
6,4,1,322,362,0
9,13,12,403,535,0
9,13,12,403,535,0
2,6,8,400,401,1
2,6,8,400,401,1
11,16,9,451,434,0
11,16,9,451,434,0
18,12,13,443,583,0
18,12,13,443,583,0
2,6,17,379,401,1
2,6,17,379,401,1
10,2,12,538,585,1
10,2,12,538,585,1
9,13,15,402,507,0
9,13,15,402,507,0
5,3,11,481,433,1
5,3,11,481,433,1
11,4,13,509,643,1
11,4,13,509,643,1
10,8,12,430,588,0
10,8,12,430,588,0
15,8,19,551,465,1
15,8,19,551,465,1
23,7,6,529,690,0
23,7,6,529,690,0
8,6,12,448,459,1
8,6,12,448,459,1
5,5,4,391,381,1
5,5,4,391,381,1
19,4,11,518,652,1
19,4,11,518,652,1
15,7,22,447,490,0
15,7,22,447,490,0
2,3,3,241,291,0
2,3,3,241,291,0
3,4,11,430,477,1
3,4,11,430,477,1
6,5,11,483,491,1
6,5,11,483,491,1
19,1,9,608,830,1
19,1,9,608,830,1
9,9,9,438,670,0
9,9,9,438,670,0
9,5,8,551,540,1
9,5,8,551,540,1
15,8,8,468,536,0
15,8,8,468,536,0
8,6,8,480,469,1
8,6,8,480,469,1
15,10,6,463,537,0
15,10,6,463,537,0
11,13,12,451,568,0
11,13,12,451,568,0
10,0,12,558,615,1
10,0,12,558,615,1
17,3,16,587,652,1
17,3,16,587,652,1
6,11,5,280,263,0
6,11,5,280,263,0
8,8,9,370,463,1
8,8,9,370,463,1
14,3,10,489,497,1
14,3,10,489,497,1
8,10,34,387,524,1
8,10,34,387,524,1
6,10,9,347,432,0
6,10,9,347,432,0
17,6,12,442,530,0
17,6,12,442,530,0
18,4,9,706,788,1
18,4,9,706,788,1
5,11,15,344,501,0
5,11,15,344,501,0
22,7,15,547,610,0
22,7,15,547,610,0
8,13,11,321,357,0
8,13,11,321,357,0
3,13,5,292,259,0
3,13,5,292,259,0
18,15,25,451,460,1
18,15,25,451,460,1
7,3,16,466,476,1
7,3,16,466,476,1
22,5,5,429,629,0
22,5,5,429,629,0
2,11,10,332,410,1
2,11,10,332,410,1
10,2,28,526,680,1
10,2,28,526,680,1
6,3,4,327,394,0
6,3,4,327,394,0
3,8,15,335,393,0
3,8,15,335,393,0
10,5,13,435,496,1
10,5,13,435,496,1
22,7,18,559,479,1
22,7,18,559,479,1
7,6,9,340,366,0
7,6,9,340,366,0
13,3,19,502,667,1
13,3,19,502,667,1
11,12,10,339,427,0
11,12,10,339,427,0
6,9,8,528,553,1
6,9,8,528,553,1
27,10,24,513,597,0
27,10,24,513,597,0
3,8,7,329,394,0
3,8,7,329,394,0
4,9,7,356,415,0
4,9,7,356,415,0
28,10,7,555,555,1
28,10,7,555,555,1
3,4,5,328,373,0
3,4,5,328,373,0
1,8,6,248,307,0
1,8,6,248,307,0
3,15,6,289,328,0
3,15,6,289,328,0
10,17,11,373,476,0
10,17,11,373,476,0
5,8,5,337,385,0
5,8,5,337,385,0
16,12,22,490,580,0
16,12,22,490,580,0
14,7,19,512,671,1
14,7,19,512,671,1
15,3,19,455,546,1
15,3,19,455,546,1
3,11,10,269,233,0
3,11,10,269,233,0
8,13,18,432,570,0
8,13,18,432,570,0
18,7,15,509,734,1
18,7,15,509,734,1
5,7,4,331,362,0
5,7,4,331,362,0
12,6,6,477,492,1
12,6,6,477,492,1
13,7,28,452,567,1
13,7,28,452,567,1
21,5,9,569,678,1
21,5,9,569,678,1
11,9,13,443,429,1
11,9,13,443,429,1
12,3,12,498,553,1
12,3,12,498,553,1
13,4,19,582,760,1
13,4,19,582,760,1
4,16,9,293,358,0
4,16,9,293,358,0
9,10,23,476,604,1
9,10,23,476,604,1
7,11,7,357,436,0
7,11,7,357,436,0
8,7,8,401,430,1
8,7,8,401,430,1
4,12,9,282,331,0
4,12,9,282,331,0
3,10,8,305,321,0
3,10,8,305,321,0
4,7,24,441,620,1
4,7,24,441,620,1
10,4,12,460,641,1
10,4,12,460,641,1
5,10,2,250,257,0
5,10,2,250,257,0
7,2,11,533,548,1
7,2,11,533,548,1
6,16,18,257,350,0
6,16,18,257,350,0
17,12,15,506,644,1
17,12,15,506,644,1
12,10,12,384,571,0
12,10,12,384,571,0
5,8,6,328,386,0
5,8,6,328,386,0
3,10,4,288,346,0
3,10,4,288,346,0
8,9,19,348,446,0
8,9,19,348,446,0
3,12,13,282,291,0
3,12,13,282,291,0
10,3,12,400,507,1
10,3,12,400,507,1
13,16,10,401,545,0
13,16,10,401,545,0
8,6,8,462,473,1
8,6,8,462,473,1
9,11,18,396,424,1
9,11,18,396,424,1
12,6,13,411,616,0
12,6,13,411,616,0
4,8,6,320,399,0
4,8,6,320,399,0
6,14,13,330,421,0
6,14,13,330,421,0
1,9,11,298,286,1
1,9,11,298,286,1
9,10,1,376,383,0
9,10,1,376,383,0
8,12,14,428,559,0
8,12,14,428,559,0
20,9,13,567,575,1
20,9,13,567,575,1
14,13,21,469,519,1
14,13,21,469,519,1
6,15,20,368,453,0
6,15,20,368,453,0
31,7,21,673,759,1
31,7,21,673,759,1
3,7,10,343,405,0
3,7,10,343,405,0
8,9,9,402,454,0
8,9,9,402,454,0
22,6,12,493,606,1
22,6,12,493,606,1
8,9,7,301,338,0
8,9,7,301,338,0
1,4,5,194,164,0
1,4,5,194,164,0
8,11,15,432,492,1
8,11,15,432,492,1
9,5,7,381,463,0
9,5,7,381,463,0
12,9,21,447,552,0
12,9,21,447,552,0
3,7,8,293,417,0
3,7,8,293,417,0
10,6,17,436,548,1
10,6,17,436,548,1
3,9,9,311,347,0
3,9,9,311,347,0
24,10,17,543,651,1
24,10,17,543,651,1
19,8,10,520,582,1
19,8,10,520,582,1
15,12,11,413,548,0
15,12,11,413,548,0
6,2,13,431,531,1
6,2,13,431,531,1
5,12,13,279,324,0
5,12,13,279,324,0
6,7,11,320,378,0
6,7,11,320,378,0
21,14,15,510,607,0
21,14,15,510,607,0
5,9,7,275,341,0
5,9,7,275,341,0
13,5,12,468,458,1
13,5,12,468,458,1
3,12,5,320,383,0
3,12,5,320,383,0
8,8,17,432,522,1
8,8,17,432,522,1
12,12,3,414,510,1
12,12,3,414,510,1
5,4,8,327,460,0
5,4,8,327,460,0
2,12,9,284,370,0
2,12,9,284,370,0
13,5,4,372,402,0
13,5,4,372,402,0
17,8,8,485,589,0
17,8,8,485,589,0
0,9,3,243,211,0
0,9,3,243,211,0
20,7,15,533,603,1
20,7,15,533,603,1
10,0,18,550,588,1
10,0,18,550,588,1
12,2,7,613,637,1
12,2,7,613,637,1
10,12,14,396,458,1
10,12,14,396,458,1
12,6,12,499,654,1
12,6,12,499,654,1
9,4,12,499,521,1
9,4,12,499,521,1
17,9,24,514,591,1
17,9,24,514,591,1
5,7,11,426,519,1
5,7,11,426,519,1
15,5,12,609,768,1
15,5,12,609,768,1
4,9,8,341,321,0
4,9,8,341,321,0
12,10,10,425,533,0
12,10,10,425,533,0
10,3,8,482,476,1
10,3,8,482,476,1
7,1,7,532,579,1
7,1,7,532,579,1
3,3,14,261,338,1
3,3,14,261,338,1
6,10,15,288,387,0
6,10,15,288,387,0
23,5,16,602,673,1
23,5,16,602,673,1
3,3,16,274,349,0
3,3,16,274,349,0
3,8,7,273,310,0
3,8,7,273,310,0
7,8,10,498,606,1
7,8,10,498,606,1
5,7,9,345,446,0
5,7,9,345,446,0
3,7,4,227,216,0
3,7,4,227,216,0
3,10,6,269,309,0
3,10,6,269,309,0
7,3,2,299,343,0
7,3,2,299,343,0
7,2,3,424,419,1
7,2,3,424,419,1
4,6,12,455,488,1
4,6,12,455,488,1
15,7,15,578,646,1
15,7,15,578,646,1
7,4,14,472,593,1
7,4,14,472,593,1
7,7,9,358,389,0
7,7,9,358,389,0
10,8,13,463,610,0
10,8,13,463,610,0
3,3,11,478,576,1
3,3,11,478,576,1
11,12,15,415,532,1
11,12,15,415,532,1
4,6,10,348,454,0
4,6,10,348,454,0
11,3,12,549,484,1
11,3,12,549,484,1
13,11,15,481,595,0
13,11,15,481,595,0
6,8,4,350,377,0
6,8,4,350,377,0
14,6,7,516,670,0
14,6,7,516,670,0
13,9,14,469,652,0
13,9,14,469,652,0
4,12,4,207,192,0
4,12,4,207,192,0
7,8,10,411,394,1
7,8,10,411,394,1
8,9,18,428,469,1
8,9,18,428,469,1
8,19,11,392,489,0
8,19,11,392,489,0
13,13,12,390,523,0
13,13,12,390,523,0
1,5,7,325,424,0
1,5,7,325,424,0
9,15,17,387,455,1
9,15,17,387,455,1
14,11,12,431,587,0
14,11,12,431,587,0
2,6,11,297,439,0
2,6,11,297,439,0
2,6,3,312,386,0
2,6,3,312,386,0
9,10,8,354,427,0
9,10,8,354,427,0
22,5,13,618,728,1
22,5,13,618,728,1
2,1,8,376,291,1
2,1,8,376,291,1
10,9,10,492,559,0
10,9,10,492,559,0
10,8,10,448,451,0
10,8,10,448,451,0
1,8,4,231,235,0
1,8,4,231,235,0
3,8,3,378,373,0
3,8,3,378,373,0
15,12,12,410,439,0
15,12,12,410,439,0
11,11,16,502,648,1
11,11,16,502,648,1
15,7,10,469,584,1
15,7,10,469,584,1
3,14,14,298,372,1
3,14,14,298,372,1
11,9,22,507,580,1
11,9,22,507,580,1
24,12,9,528,586,0
24,12,9,528,586,0
4,9,10,303,338,0
4,9,10,303,338,0
12,6,6,529,619,1
12,6,6,529,619,1
5,10,19,355,442,0
5,10,19,355,442,0
8,10,8,362,440,0
8,10,8,362,440,0
2,9,6,321,339,0
2,9,6,321,339,0
5,6,10,494,574,1
5,6,10,494,574,1
8,7,15,466,505,1
8,7,15,466,505,1
13,13,20,356,431,0
13,13,20,356,431,0
13,5,18,549,649,1
13,5,18,549,649,1
6,17,7,315,337,0
6,17,7,315,337,0
8,7,11,378,443,1
8,7,11,378,443,1
8,5,2,337,336,0
8,5,2,337,336,0
8,6,20,509,531,0
8,6,20,509,531,0
2,9,6,332,334,0
2,9,6,332,334,0
5,3,13,456,490,1
5,3,13,456,490,1
13,7,16,524,604,1
13,7,16,524,604,1
16,6,9,562,674,1
16,6,9,562,674,1
8,11,5,288,310,0
8,11,5,288,310,0
11,8,6,457,543,0
11,8,6,457,543,0
19,7,27,566,587,1
19,7,27,566,587,1
3,8,12,394,439,1
3,8,12,394,439,1
10,4,9,443,463,1
10,4,9,443,463,1
18,8,20,532,563,1
18,8,20,532,563,1
12,7,10,482,580,1
12,7,10,482,580,1
4,14,7,364,450,0
4,14,7,364,450,0
7,10,6,410,478,0
7,10,6,410,478,0
6,13,10,315,390,0
6,13,10,315,390,0
3,9,7,262,341,0
3,9,7,262,341,0
10,5,14,497,521,1
10,5,14,497,521,1
15,3,21,542,709,1
15,3,21,542,709,1
7,8,12,372,458,1
7,8,12,372,458,1
19,12,13,471,545,1
19,12,13,471,545,1
5,7,8,495,442,1
5,7,8,495,442,1
14,6,9,537,587,1
14,6,9,537,587,1
11,6,16,524,679,1
11,6,16,524,679,1
5,11,16,389,436,0
5,11,16,389,436,0
7,5,5,360,459,0
7,5,5,360,459,0
4,8,3,360,358,0
4,8,3,360,358,0
3,7,13,428,548,1
3,7,13,428,548,1
7,6,10,454,547,1
7,6,10,454,547,1
0,3,1,196,76,1
0,3,1,196,76,1
15,9,11,442,591,0
15,9,11,442,591,0
3,4,9,293,305,0
3,4,9,293,305,0
9,5,8,417,582,1
9,5,8,417,582,1
9,0,15,410,422,1
9,0,15,410,422,1
23,7,16,770,670,1
23,7,16,770,670,1
5,12,11,279,374,0
5,12,11,279,374,0
5,9,7,371,388,0
5,9,7,371,388,0
13,5,18,490,599,1
13,5,18,490,599,1
8,17,13,310,326,0
8,17,13,310,326,0
7,8,5,507,572,0
7,8,5,507,572,0
1,14,7,280,312,0
1,14,7,280,312,0
8,12,7,417,523,0
8,12,7,417,523,0
9,8,7,492,552,1
9,8,7,492,552,1
10,8,16,426,539,0
10,8,16,426,539,0
10,9,3,374,549,0
10,9,3,374,549,0
5,5,3,366,335,0
5,5,3,366,335,0
12,11,19,442,535,1
12,11,19,442,535,1
4,9,14,320,434,0
4,9,14,320,434,0
14,9,12,405,438,0
14,9,12,405,438,0
3,4,6,383,357,1
3,4,6,383,357,1
8,7,20,406,526,1
8,7,20,406,526,1
3,11,11,297,349,0
3,11,11,297,349,0
2,7,5,220,171,1
2,7,5,220,171,1
5,9,1,254,270,0
5,9,1,254,270,0
9,6,17,412,388,1
9,6,17,412,388,1
27,4,14,576,580,1
27,4,14,576,580,1
6,14,24,383,503,0
6,14,24,383,503,0
3,8,11,308,450,0
3,8,11,308,450,0
3,2,8,415,460,1
3,2,8,415,460,1
7,2,8,469,522,1
7,2,8,469,522,1
6,10,13,365,427,1
6,10,13,365,427,1
4,7,5,388,419,1
4,7,5,388,419,1
6,6,8,365,469,0
6,6,8,365,469,0
3,12,2,296,302,0
3,12,2,296,302,0
10,9,11,414,403,1
10,9,11,414,403,1
6,6,11,302,378,0
6,6,11,302,378,0
20,6,6,576,645,1
20,6,6,576,645,1
6,10,12,368,432,0
6,10,12,368,432,0
5,13,2,287,353,0
5,13,2,287,353,0
9,10,9,380,473,0
9,10,9,380,473,0
12,3,6,612,544,1
12,3,6,612,544,1
18,5,9,475,576,1
18,5,9,475,576,1
4,13,13,330,337,1
4,13,13,330,337,1
6,5,13,389,418,1
6,5,13,389,418,1
27,6,19,567,658,1
27,6,19,567,658,1
9,4,16,321,452,0
9,4,16,321,452,0
2,17,10,229,302,0
2,17,10,229,302,0
8,8,15,336,487,0
8,8,15,336,487,0
11,9,11,392,466,0
11,9,11,392,466,0
9,10,15,363,523,0
9,10,15,363,523,0
4,8,8,336,451,0
4,8,8,336,451,0
21,3,23,570,696,1
21,3,23,570,696,1
25,5,12,612,581,1
25,5,12,612,581,1
14,4,13,610,623,1
14,4,13,610,623,1
10,5,12,464,555,1
10,5,12,464,555,1
16,3,5,603,619,1
16,3,5,603,619,1
8,8,6,297,394,0
8,8,6,297,394,0
13,1,18,492,568,1
13,1,18,492,568,1
17,11,13,449,547,1
17,11,13,449,547,1
16,10,6,596,701,1
16,10,6,596,701,1
2,9,12,373,436,0
2,9,12,373,436,0
14,6,16,494,637,1
14,6,16,494,637,1
5,8,8,384,483,0
5,8,8,384,483,0
7,15,12,296,379,0
7,15,12,296,379,0
1,13,4,247,271,0
1,13,4,247,271,0
15,14,24,439,523,0
15,14,24,439,523,0
4,13,8,345,416,0
4,13,8,345,416,0
3,9,6,292,344,0
3,9,6,292,344,0
11,7,11,384,440,0
11,7,11,384,440,0
12,9,10,458,605,0
12,9,10,458,605,0
5,3,10,533,486,1
5,3,10,533,486,1
11,11,12,389,491,0
11,11,12,389,491,0
13,9,17,539,587,1
13,9,17,539,587,1
2,6,6,312,359,0
2,6,6,312,359,0
6,9,6,309,393,0
6,9,6,309,393,0
8,1,10,535,608,1
8,1,10,535,608,1
6,6,13,374,485,1
6,6,13,374,485,1
8,6,16,466,544,1
8,6,16,466,544,1
15,15,25,431,478,0
15,15,25,431,478,0
12,11,21,434,502,1
12,11,21,434,502,1
19,10,22,496,565,1
19,10,22,496,565,1
6,7,8,347,511,0
6,7,8,347,511,0
13,10,11,485,531,1
13,10,11,485,531,1
4,11,11,288,296,0
4,11,11,288,296,0
22,7,18,531,625,1
22,7,18,531,625,1
19,7,10,601,724,1
19,7,10,601,724,1
31,5,17,644,569,1
31,5,17,644,569,1
19,6,7,587,613,1
19,6,7,587,613,1
1,4,4,271,206,1
1,4,4,271,206,1
4,7,5,320,335,0
4,7,5,320,335,0
4,7,10,390,494,0
4,7,10,390,494,0
2,5,5,266,216,0
2,5,5,266,216,0
9,12,8,335,512,0
9,12,8,335,512,0
2,5,6,326,401,0
2,5,6,326,401,0
7,5,16,457,564,1
7,5,16,457,564,1
4,16,17,294,402,0
4,16,17,294,402,0
6,5,19,399,523,1
6,5,19,399,523,1
10,4,13,510,599,1
10,4,13,510,599,1
4,17,9,325,384,0
4,17,9,325,384,0
5,10,4,274,265,0
5,10,4,274,265,0
3,11,6,326,345,0
3,11,6,326,345,0
1,9,7,236,258,0
1,9,7,236,258,0
15,10,11,535,653,1
15,10,11,535,653,1
14,7,8,398,451,0
14,7,8,398,451,0
6,5,5,350,408,0
6,5,5,350,408,0
12,13,9,417,585,0
12,13,9,417,585,0
6,7,18,376,437,1
6,7,18,376,437,1
2,15,5,263,264,0
2,15,5,263,264,0
6,3,10,311,402,0
6,3,10,311,402,0
8,4,4,592,549,1
8,4,4,592,549,1
12,4,8,512,644,1
12,4,8,512,644,1
3,10,11,355,350,1
3,10,11,355,350,1
14,9,14,402,455,1
14,9,14,402,455,1
13,4,18,508,645,1
13,4,18,508,645,1
20,4,14,535,736,1
20,4,14,535,736,1
10,5,9,417,466,1
10,5,9,417,466,1
2,8,5,323,412,0
2,8,5,323,412,0
8,9,14,482,540,1
8,9,14,482,540,1
18,8,21,530,680,1
18,8,21,530,680,1
9,1,6,328,401,0
9,1,6,328,401,0
4,12,3,304,312,0
4,12,3,304,312,0
2,2,10,313,428,1
2,2,10,313,428,1
8,9,9,348,476,0
8,9,9,348,476,0
10,10,20,443,591,1
10,10,20,443,591,1
7,7,9,501,670,0
7,7,9,501,670,0
9,6,3,336,411,0
9,6,3,336,411,0
5,8,7,344,339,0
5,8,7,344,339,0
4,5,10,356,425,1
4,5,10,356,425,1
4,13,10,248,303,0
4,13,10,248,303,0
8,7,10,370,468,0
8,7,10,370,468,0
10,9,5,330,370,0
10,9,5,330,370,0
3,11,7,328,437,0
3,11,7,328,437,0
7,9,13,455,464,1
7,9,13,455,464,1
7,9,12,372,481,0
7,9,12,372,481,0
9,7,11,429,513,0
9,7,11,429,513,0
15,6,8,549,590,0
15,6,8,549,590,0
6,0,2,507,492,1
6,0,2,507,492,1
9,8,15,406,540,1
9,8,15,406,540,1
7,17,17,333,470,0
7,17,17,333,470,0
2,7,11,345,345,1
2,7,11,345,345,1
11,14,15,378,502,0
11,14,15,378,502,0
9,5,12,456,532,1
9,5,12,456,532,1
4,5,10,282,255,0
4,5,10,282,255,0
14,7,20,479,628,1
14,7,20,479,628,1
10,4,9,478,560,1
