@relation windrunner

@attribute k numeric
@attribute d numeric
@attribute a numeric
@attribute gpm numeric
@attribute xpm numeric
@attribute win {1,0}

@data
10,4,9,478,560,1
3,1,6,323,267,1
3,1,6,323,267,1
4,7,8,273,302,0
4,7,8,273,302,0
6,10,15,418,475,1
6,10,15,418,475,1
20,11,12,498,687,1
20,11,12,498,687,1
11,10,13,415,498,0
11,10,13,415,498,0
10,11,16,331,433,0
10,11,16,331,433,0
6,7,9,274,359,0
6,7,9,274,359,0
24,4,12,637,776,1
24,4,12,637,776,1
6,11,21,386,401,1
6,11,21,386,401,1
9,5,8,402,411,1
9,5,8,402,411,1
5,7,12,269,319,0
5,7,12,269,319,0
6,9,9,332,338,0
6,9,9,332,338,0
4,5,8,353,315,1
4,5,8,353,315,1
13,1,15,572,591,1
13,1,15,572,591,1
18,5,22,389,510,0
18,5,22,389,510,0
2,10,8,362,403,1
2,10,8,362,403,1
5,3,14,457,501,1
5,3,14,457,501,1
14,6,20,590,667,1
14,6,20,590,667,1
5,15,10,376,423,0
5,15,10,376,423,0
11,5,10,523,684,1
11,5,10,523,684,1
10,8,7,392,537,0
10,8,7,392,537,0
2,7,8,305,360,0
2,7,8,305,360,0
13,6,6,525,638,1
13,6,6,525,638,1
6,9,8,434,467,0
6,9,8,434,467,0
14,8,15,487,604,1
14,8,15,487,604,1
1,9,1,160,172,0
1,9,1,160,172,0
9,2,13,460,554,1
9,2,13,460,554,1
15,9,21,494,657,1
15,9,21,494,657,1
4,12,7,299,335,0
4,12,7,299,335,0
8,6,14,525,580,1
8,6,14,525,580,1
6,7,9,458,559,1
6,7,9,458,559,1
6,9,8,321,395,0
6,9,8,321,395,0
8,10,8,324,356,0
8,10,8,324,356,0
25,7,12,574,602,1
25,7,12,574,602,1
8,6,6,468,607,0
8,6,6,468,607,0
10,8,11,534,558,1
10,8,11,534,558,1
2,12,3,278,308,0
2,12,3,278,308,0
2,11,2,207,175,0
2,11,2,207,175,0
6,10,12,352,468,0
6,10,12,352,468,0
6,7,8,324,381,0
6,7,8,324,381,0
3,8,9,308,307,0
3,8,9,308,307,0
8,4,10,275,314,0
8,4,10,275,314,0
6,15,17,348,409,0
6,15,17,348,409,0
4,9,1,299,303,0
4,9,1,299,303,0
9,4,8,389,456,0
9,4,8,389,456,0
11,10,11,478,625,0
11,10,11,478,625,0
22,10,9,428,471,0
22,10,9,428,471,0
0,11,5,215,235,0
0,11,5,215,235,0
20,7,12,576,685,1
20,7,12,576,685,1
13,5,13,514,560,1
13,5,13,514,560,1
18,6,14,510,621,1
18,6,14,510,621,1
19,11,10,479,573,1
19,11,10,479,573,1
4,9,12,333,377,0
4,9,12,333,377,0
19,7,18,562,641,1
19,7,18,562,641,1
12,9,26,442,636,1
12,9,26,442,636,1
10,3,15,525,692,1
10,3,15,525,692,1
14,7,15,518,663,1
14,7,15,518,663,1
16,6,12,536,643,1
16,6,12,536,643,1
9,7,15,356,465,0
9,7,15,356,465,0
6,1,12,455,530,1
6,1,12,455,530,1
8,7,13,436,626,0
8,7,13,436,626,0
22,11,12,466,551,0
22,11,12,466,551,0
7,2,10,476,360,1
7,2,10,476,360,1
10,9,11,457,485,1
10,9,11,457,485,1
6,8,6,404,425,1
6,8,6,404,425,1
1,13,1,212,166,0
1,13,1,212,166,0
6,4,9,524,580,1
6,4,9,524,580,1
22,7,11,558,578,1
22,7,11,558,578,1
2,9,9,335,392,0
2,9,9,335,392,0
21,6,12,535,613,1
21,6,12,535,613,1
20,10,9,585,713,1
20,10,9,585,713,1
13,7,14,528,593,1
13,7,14,528,593,1
3,4,5,358,415,0
3,4,5,358,415,0
8,11,12,352,325,1
8,11,12,352,325,1
17,7,15,546,586,1
17,7,15,546,586,1
19,5,15,607,779,1
19,5,15,607,779,1
4,6,16,408,440,1
4,6,16,408,440,1
4,5,3,315,339,0
4,5,3,315,339,0
6,8,9,395,505,0
6,8,9,395,505,0
15,4,12,507,639,1
15,4,12,507,639,1
3,2,5,383,458,0
3,2,5,383,458,0
6,4,8,497,562,1
6,4,8,497,562,1
14,3,14,448,528,1
14,3,14,448,528,1
2,10,13,324,327,0
2,10,13,324,327,0
3,8,9,360,326,1
3,8,9,360,326,1
24,5,16,641,514,0
24,5,16,641,514,0
6,4,6,495,438,1
6,4,6,495,438,1
11,10,11,473,583,0
11,10,11,473,583,0
13,7,7,411,560,0
13,7,7,411,560,0
0,3,6,322,373,0
0,3,6,322,373,0
6,7,3,346,268,0
6,7,3,346,268,0
7,6,19,378,440,1
7,6,19,378,440,1
4,4,8,386,384,1
4,4,8,386,384,1
8,9,7,343,394,0
8,9,7,343,394,0
5,2,4,319,322,0
5,2,4,319,322,0
5,14,4,352,416,0
5,14,4,352,416,0
17,11,9,496,678,0
17,11,9,496,678,0
4,6,1,426,454,0
4,6,1,426,454,0
3,10,26,397,462,1
3,10,26,397,462,1
9,1,12,442,468,1
9,1,12,442,468,1
12,10,10,439,521,1
12,10,10,439,521,1
6,8,12,508,574,1
6,8,12,508,574,1
10,7,19,561,683,1
10,7,19,561,683,1
10,1,10,598,625,1
10,1,10,598,625,1
8,10,17,543,611,1
8,10,17,543,611,1
8,3,5,529,605,1
8,3,5,529,605,1
8,6,4,461,399,1
8,6,4,461,399,1
4,2,6,454,390,1
4,2,6,454,390,1
5,7,20,402,483,1
5,7,20,402,483,1
8,11,10,422,552,0
8,11,10,422,552,0
5,11,19,405,525,0
5,11,19,405,525,0
17,3,6,682,632,1
17,3,6,682,632,1
2,6,9,289,351,0
2,6,9,289,351,0
4,4,6,358,424,1
4,4,6,358,424,1
11,3,13,633,728,1
11,3,13,633,728,1
6,7,13,378,454,0
6,7,13,378,454,0
4,10,10,238,276,0
4,10,10,238,276,0
5,7,3,347,329,0
5,7,3,347,329,0
5,11,8,363,488,0
5,11,8,363,488,0
4,7,8,369,432,0
4,7,8,369,432,0
9,3,8,595,653,1
9,3,8,595,653,1
7,4,20,517,496,1
7,4,20,517,496,1
11,10,13,416,551,0
11,10,13,416,551,0
5,8,10,384,449,1
5,8,10,384,449,1
7,10,5,366,457,0
7,10,5,366,457,0
0,7,1,193,234,0
0,7,1,193,234,0
8,7,18,454,544,1
8,7,18,454,544,1
6,12,7,370,458,0
6,12,7,370,458,0
7,4,11,519,629,1
7,4,11,519,629,1
6,6,17,451,575,1
6,6,17,451,575,1
4,11,9,350,434,0
4,11,9,350,434,0
12,6,12,471,601,1
12,6,12,471,601,1
5,8,11,393,470,1
5,8,11,393,470,1
2,12,7,272,270,0
2,12,7,272,270,0
3,6,1,331,308,0
3,6,1,331,308,0
4,7,4,318,351,0
4,7,4,318,351,0
3,4,5,243,215,0
3,4,5,243,215,0
14,11,17,454,553,0
14,11,17,454,553,0
8,7,9,352,455,0
8,7,9,352,455,0
2,7,7,341,395,0
2,7,7,341,395,0
1,7,7,270,300,0
1,7,7,270,300,0
9,13,6,411,497,0
9,13,6,411,497,0
7,10,8,395,444,1
7,10,8,395,444,1
2,9,7,269,294,0
2,9,7,269,294,0
3,8,5,314,302,0
3,8,5,314,302,0
6,9,9,345,395,0
6,9,9,345,395,0
2,5,3,315,368,0
2,5,3,315,368,0
11,7,10,448,563,1
11,7,10,448,563,1
3,12,14,276,405,0
3,12,14,276,405,0
2,6,19,404,516,1
2,6,19,404,516,1
4,11,10,332,391,0
4,11,10,332,391,0
16,8,12,459,536,0
16,8,12,459,536,0
3,10,13,369,442,0
3,10,13,369,442,0
2,1,5,296,235,1
2,1,5,296,235,1
8,4,5,400,369,1
8,4,5,400,369,1
5,0,4,461,509,0
5,0,4,461,509,0
9,4,13,474,463,1
9,4,13,474,463,1
11,8,13,360,409,0
11,8,13,360,409,0
2,13,6,334,357,0
2,13,6,334,357,0
2,14,9,270,310,0
2,14,9,270,310,0
7,2,10,571,479,1
7,2,10,571,479,1
4,5,8,458,442,1
4,5,8,458,442,1
23,3,21,576,505,1
23,3,21,576,505,1
10,5,14,508,534,1
10,5,14,508,534,1
1,8,4,321,331,0
1,8,4,321,331,0
7,4,8,385,411,0
7,4,8,385,411,0
10,2,4,374,484,0
10,2,4,374,484,0
16,10,13,462,519,0
16,10,13,462,519,0
20,12,15,553,547,0
20,12,15,553,547,0
6,17,23,355,492,0
6,17,23,355,492,0
15,11,16,490,647,1
15,11,16,490,647,1
2,6,2,282,296,0
2,6,2,282,296,0
1,8,0,199,249,0
1,8,0,199,249,0
6,3,15,442,477,1
6,3,15,442,477,1
1,9,5,326,372,0
1,9,5,326,372,0
3,4,12,416,505,1
3,4,12,416,505,1
11,6,11,558,490,1
11,6,11,558,490,1
15,4,10,555,665,1
15,4,10,555,665,1
10,9,18,470,505,0
10,9,18,470,505,0
16,2,7,580,614,1
16,2,7,580,614,1
5,13,17,346,438,0
5,13,17,346,438,0
12,10,12,443,548,0
12,10,12,443,548,0
10,11,16,356,397,0
10,11,16,356,397,0
1,8,2,294,273,0
1,8,2,294,273,0
2,9,12,382,462,0
2,9,12,382,462,0
2,8,4,225,218,0
2,8,4,225,218,0
7,11,12,418,445,0
7,11,12,418,445,0
0,8,5,219,206,0
0,8,5,219,206,0
10,0,8,677,407,1
10,0,8,677,407,1
3,10,15,303,302,1
3,10,15,303,302,1
15,6,14,454,599,1
15,6,14,454,599,1
5,2,4,432,445,1
5,2,4,432,445,1
2,4,3,361,383,0
2,4,3,361,383,0
15,12,19,452,593,0
15,12,19,452,593,0
12,3,12,618,605,1
12,3,12,618,605,1
17,7,7,505,548,0
17,7,7,505,548,0
11,6,13,486,408,1
11,6,13,486,408,1
5,4,14,473,486,1
5,4,14,473,486,1
4,13,10,357,417,0
4,13,10,357,417,0
1,5,2,299,365,0
1,5,2,299,365,0
6,12,8,410,456,1
6,12,8,410,456,1
2,9,1,261,202,0
2,9,1,261,202,0
13,10,6,397,506,0
13,10,6,397,506,0
5,9,8,429,418,1
5,9,8,429,418,1
7,6,10,540,429,1
7,6,10,540,429,1
12,13,10,400,476,0
12,13,10,400,476,0
5,10,4,299,332,0
5,10,4,299,332,0
3,6,10,321,356,0
3,6,10,321,356,0
4,3,8,539,322,1
4,3,8,539,322,1
3,11,12,364,384,1
3,11,12,364,384,1
18,11,11,535,593,1
18,11,11,535,593,1
8,7,12,396,495,0
8,7,12,396,495,0
6,3,0,578,553,1
6,3,0,578,553,1
14,5,9,526,614,1
14,5,9,526,614,1
8,11,11,329,404,0
8,11,11,329,404,0
4,8,11,398,343,1
4,8,11,398,343,1
3,5,3,286,276,0
3,5,3,286,276,0
1,9,7,290,286,0
1,9,7,290,286,0
1,8,4,290,318,0
1,8,4,290,318,0
17,4,19,599,749,1
17,4,19,599,749,1
1,8,3,224,243,0
1,8,3,224,243,0
12,6,9,488,509,0
12,6,9,488,509,0
5,8,27,414,468,1
5,8,27,414,468,1
11,4,8,592,639,1
11,4,8,592,639,1
5,4,5,448,385,1
5,4,5,448,385,1
22,9,16,515,565,1
22,9,16,515,565,1
9,4,13,499,534,1
9,4,13,499,534,1
5,15,20,352,461,0
5,15,20,352,461,0
3,7,14,425,487,1
3,7,14,425,487,1
12,7,8,411,527,0
12,7,8,411,527,0
9,6,13,518,656,1
9,6,13,518,656,1
7,10,8,344,374,0
7,10,8,344,374,0
9,6,14,484,588,1
9,6,14,484,588,1
3,8,4,358,369,0
3,8,4,358,369,0
4,7,10,382,439,1
4,7,10,382,439,1
11,11,11,476,527,1
11,11,11,476,527,1
14,13,16,387,472,0
14,13,16,387,472,0
10,6,13,388,462,0
10,6,13,388,462,0
3,9,5,331,359,0
3,9,5,331,359,0
11,8,10,485,541,1
11,8,10,485,541,1
5,6,6,333,401,0
5,6,6,333,401,0
6,4,14,500,505,1
6,4,14,500,505,1
11,13,19,435,432,1
11,13,19,435,432,1
2,1,5,447,409,1
2,1,5,447,409,1
15,1,8,756,763,1
15,1,8,756,763,1
13,6,12,408,602,0
13,6,12,408,602,0
11,5,8,418,512,0
11,5,8,418,512,0
6,7,4,314,383,0
6,7,4,314,383,0
4,10,9,300,300,0
4,10,9,300,300,0
7,7,26,486,553,1
7,7,26,486,553,1
6,11,6,357,458,0
6,11,6,357,458,0
1,8,4,332,341,0
1,8,4,332,341,0
13,4,18,499,582,1
13,4,18,499,582,1
12,9,21,482,619,1
12,9,21,482,619,1
8,7,6,422,428,0
8,7,6,422,428,0
15,5,12,576,695,1
15,5,12,576,695,1
4,5,6,378,305,0
4,5,6,378,305,0
15,6,14,598,553,1
15,6,14,598,553,1
6,6,9,387,431,1
6,6,9,387,431,1
5,6,3,445,545,0
5,6,3,445,545,0
12,6,10,483,489,1
12,6,10,483,489,1
9,5,2,422,365,0
9,5,2,422,365,0
10,3,7,638,429,1
10,3,7,638,429,1
10,8,3,477,560,0
10,8,3,477,560,0
5,9,8,318,382,0
5,9,8,318,382,0
21,9,8,604,618,0
21,9,8,604,618,0
23,5,8,687,738,1
23,5,8,687,738,1
12,9,8,492,635,0
12,9,8,492,635,0
3,5,1,319,344,0
3,5,1,319,344,0
14,2,14,516,445,1
14,2,14,516,445,1
4,8,6,407,467,0
4,8,6,407,467,0
5,10,10,310,349,0
5,10,10,310,349,0
11,3,8,542,544,1
11,3,8,542,544,1
2,6,5,340,423,0
2,6,5,340,423,0
34,9,21,582,484,0
34,9,21,582,484,0
9,8,17,405,447,0
9,8,17,405,447,0
6,9,15,416,486,0
6,9,15,416,486,0
1,4,2,307,292,0
1,4,2,307,292,0
3,5,6,302,314,0
3,5,6,302,314,0
3,3,3,488,396,1
3,3,3,488,396,1
11,6,9,485,532,1
11,6,9,485,532,1
16,7,4,467,601,0
16,7,4,467,601,0
8,8,14,492,582,0
8,8,14,492,582,0
7,5,6,528,539,0
7,5,6,528,539,0
11,3,14,504,628,1
11,3,14,504,628,1
16,4,8,588,582,1
16,4,8,588,582,1
5,9,3,425,370,1
5,9,3,425,370,1
4,11,14,319,320,1
4,11,14,319,320,1
10,5,20,526,659,1
10,5,20,526,659,1
2,6,3,347,405,0
2,6,3,347,405,0
2,10,5,314,360,0
2,10,5,314,360,0
16,8,13,435,522,0
16,8,13,435,522,0
8,2,11,493,532,1
8,2,11,493,532,1
7,9,11,340,454,0
7,9,11,340,454,0
9,9,19,450,550,1
9,9,19,450,550,1
10,10,19,426,562,1
10,10,19,426,562,1
4,7,12,366,435,1
4,7,12,366,435,1
25,3,14,619,634,1
25,3,14,619,634,1
7,8,8,342,405,0
7,8,8,342,405,0
26,3,11,694,750,1
26,3,11,694,750,1
7,9,8,355,466,0
7,9,8,355,466,0
4,8,11,348,488,0
4,8,11,348,488,0
8,6,11,509,488,1
8,6,11,509,488,1
8,11,10,455,616,0
8,11,10,455,616,0
17,17,9,491,472,0
17,17,9,491,472,0
10,8,7,432,500,0
10,8,7,432,500,0
9,1,13,487,517,1
9,1,13,487,517,1
10,10,10,489,507,0
10,10,10,489,507,0
14,5,12,596,565,1
14,5,12,596,565,1
10,3,13,506,530,1
10,3,13,506,530,1
4,9,3,314,424,0
4,9,3,314,424,0
4,6,10,369,414,1
4,6,10,369,414,1
8,6,12,606,722,1
8,6,12,606,722,1
8,8,6,444,544,0
8,8,6,444,544,0
8,6,16,489,628,1
8,6,16,489,628,1
3,3,1,427,241,1
3,3,1,427,241,1
6,9,18,494,494,1
6,9,18,494,494,1
8,7,7,465,588,1
8,7,7,465,588,1
6,10,7,353,325,0
6,10,7,353,325,0
10,8,3,443,522,0
10,8,3,443,522,0
1,8,3,212,190,0
1,8,3,212,190,0
4,8,8,361,417,0
4,8,8,361,417,0
3,12,6,364,302,0
3,12,6,364,302,0
3,3,18,381,405,1
3,3,18,381,405,1
4,6,18,346,302,1
4,6,18,346,302,1
5,9,10,322,436,0
5,9,10,322,436,0
6,5,2,465,565,0
6,5,2,465,565,0
6,13,10,365,342,1
6,13,10,365,342,1
9,2,10,546,592,1
9,2,10,546,592,1
4,9,5,274,283,0
4,9,5,274,283,0
7,8,4,375,397,0
7,8,4,375,397,0
18,9,14,556,669,1
18,9,14,556,669,1
15,5,18,532,642,1
15,5,18,532,642,1
0,9,0,194,173,0
0,9,0,194,173,0
3,11,16,322,408,0
3,11,16,322,408,0
5,12,7,363,475,0
5,12,7,363,475,0
18,4,6,571,617,1
18,4,6,571,617,1
3,3,12,345,278,1
3,3,12,345,278,1
6,9,13,358,367,1
6,9,13,358,367,1
8,9,17,505,546,1
8,9,17,505,546,1
6,9,17,468,447,1
6,9,17,468,447,1
11,3,11,544,590,1
11,3,11,544,590,1
7,2,9,530,418,1
7,2,9,530,418,1
1,6,9,350,362,0
1,6,9,350,362,0
7,2,8,467,533,1
7,2,8,467,533,1
8,4,8,407,439,0
8,4,8,407,439,0
10,13,16,568,642,0
10,13,16,568,642,0
2,14,5,267,232,0
2,14,5,267,232,0
11,3,14,523,526,1
11,3,14,523,526,1
9,1,7,636,552,1
9,1,7,636,552,1
17,8,19,450,546,1
17,8,19,450,546,1
9,2,6,635,566,1
9,2,6,635,566,1
2,9,5,290,312,0
2,9,5,290,312,0
1,8,5,268,253,0
1,8,5,268,253,0
2,4,3,258,227,0
2,4,3,258,227,0
11,12,11,571,649,1
11,12,11,571,649,1
6,4,6,440,533,0
6,4,6,440,533,0
16,6,8,657,780,1
16,6,8,657,780,1
8,13,9,487,524,0
8,13,9,487,524,0
4,7,9,378,397,0
4,7,9,378,397,0
9,7,21,379,411,1
9,7,21,379,411,1
2,10,5,306,375,0
2,10,5,306,375,0
6,14,11,359,485,0
6,14,11,359,485,0
17,7,22,463,650,1
17,7,22,463,650,1
14,7,15,539,626,1
14,7,15,539,626,1
0,9,5,267,331,0
0,9,5,267,331,0
11,10,16,434,541,0
11,10,16,434,541,0
3,10,11,366,427,0
3,10,11,366,427,0
2,8,4,301,313,0
2,8,4,301,313,0
3,6,18,508,435,1
3,6,18,508,435,1
0,6,4,248,299,0
0,6,4,248,299,0
2,9,7,256,324,0
2,9,7,256,324,0
7,6,10,405,416,1
7,6,10,405,416,1
12,7,10,519,479,1
12,7,10,519,479,1
3,5,5,295,263,0
3,5,5,295,263,0
9,13,17,467,648,0
9,13,17,467,648,0
3,8,4,258,253,0
3,8,4,258,253,0
7,11,5,399,389,0
7,11,5,399,389,0
3,3,5,418,334,1
3,3,5,418,334,1
3,9,5,406,408,1
3,9,5,406,408,1
12,7,18,460,609,1
12,7,18,460,609,1
0,10,8,206,204,0
0,10,8,206,204,0
