@relation 'crystal maiden'

@attribute k numeric
@attribute d numeric
@attribute a numeric
@attribute gpm numeric
@attribute xpm numeric
@attribute win {1,0}

@data
6,11,14,331,339,1
6,11,14,331,339,1
4,19,15,248,300,0
4,19,15,248,300,0
2,7,18,384,367,1
2,7,18,384,367,1
6,13,17,310,346,1
6,13,17,310,346,1
3,7,11,329,392,1
3,7,11,329,392,1
10,13,30,380,515,1
10,13,30,380,515,1
3,15,26,286,331,1
3,15,26,286,331,1
5,13,19,305,469,0
5,13,19,305,469,0
4,19,27,281,426,0
4,19,27,281,426,0
2,13,21,284,366,0
2,13,21,284,366,0
5,5,19,347,351,1
5,5,19,347,351,1
4,18,19,291,349,1
4,18,19,291,349,1
6,9,18,278,392,0
6,9,18,278,392,0
6,6,24,301,348,1
6,6,24,301,348,1
4,10,23,331,447,1
4,10,23,331,447,1
2,5,14,338,381,1
2,5,14,338,381,1
8,7,13,381,386,1
8,7,13,381,386,1
11,8,14,374,411,1
11,8,14,374,411,1
10,15,25,372,529,1
10,15,25,372,529,1
3,13,17,335,306,1
3,13,17,335,306,1
3,9,14,297,274,1
3,9,14,297,274,1
5,3,21,413,468,1
5,3,21,413,468,1
6,7,13,297,329,1
6,7,13,297,329,1
5,10,21,400,495,1
5,10,21,400,495,1
7,4,15,386,363,1
7,4,15,386,363,1
17,13,23,421,510,0
17,13,23,421,510,0
3,10,15,339,383,1
3,10,15,339,383,1
7,7,15,348,412,1
7,7,15,348,412,1
1,4,7,350,380,1
1,4,7,350,380,1
7,4,13,391,484,1
7,4,13,391,484,1
2,20,9,282,304,0
2,20,9,282,304,0
3,2,16,458,521,1
3,2,16,458,521,1
4,16,19,316,309,1
4,16,19,316,309,1
5,14,23,283,374,1
5,14,23,283,374,1
5,20,24,354,462,0
5,20,24,354,462,0
5,11,24,354,441,0
5,11,24,354,441,0
1,10,14,321,281,1
1,10,14,321,281,1
4,8,11,229,289,0
4,8,11,229,289,0
9,10,11,403,407,1
9,10,11,403,407,1
3,10,6,224,216,0
3,10,6,224,216,0
6,3,5,309,312,1
6,3,5,309,312,1
6,9,19,349,388,1
6,9,19,349,388,1
9,19,25,369,496,1
9,19,25,369,496,1
7,13,15,261,297,0
7,13,15,261,297,0
6,6,6,390,431,1
6,6,6,390,431,1
12,11,29,421,556,1
12,11,29,421,556,1
13,13,7,379,435,1
13,13,7,379,435,1
12,11,11,359,362,1
12,11,11,359,362,1
3,12,18,303,348,0
3,12,18,303,348,0
9,11,25,357,413,1
9,11,25,357,413,1
2,8,18,321,301,1
2,8,18,321,301,1
6,14,12,325,397,0
6,14,12,325,397,0
3,5,13,301,239,1
3,5,13,301,239,1
4,10,28,375,504,0
4,10,28,375,504,0
2,9,11,203,272,0
2,9,11,203,272,0
8,9,28,420,560,1
8,9,28,420,560,1
4,6,16,338,494,1
4,6,16,338,494,1
9,9,21,366,507,0
9,9,21,366,507,0
5,14,24,330,435,0
5,14,24,330,435,0
8,8,15,340,404,0
8,8,15,340,404,0
4,9,26,348,421,1
4,9,26,348,421,1
6,20,25,310,395,0
6,20,25,310,395,0
4,8,10,308,284,1
4,8,10,308,284,1
3,11,8,306,319,0
3,11,8,306,319,0
5,8,10,414,500,1
5,8,10,414,500,1
5,8,13,305,402,1
5,8,13,305,402,1
3,6,10,339,289,1
3,6,10,339,289,1
6,11,22,354,388,1
6,11,22,354,388,1
5,12,14,270,339,0
5,12,14,270,339,0
3,14,18,286,286,1
3,14,18,286,286,1
1,9,9,283,280,0
1,9,9,283,280,0
12,7,12,364,466,0
12,7,12,364,466,0
8,8,11,331,301,1
8,8,11,331,301,1
9,6,15,354,437,1
9,6,15,354,437,1
1,12,5,247,240,0
1,12,5,247,240,0
0,13,5,206,219,0
0,13,5,206,219,0
11,14,20,373,520,1
11,14,20,373,520,1
6,11,26,314,402,0
6,11,26,314,402,0
6,7,9,344,440,0
6,7,9,344,440,0
7,13,13,255,297,0
7,13,13,255,297,0
8,7,22,310,417,1
8,7,22,310,417,1
10,6,21,441,528,1
10,6,21,441,528,1
16,7,17,491,554,1
16,7,17,491,554,1
9,13,21,355,571,1
9,13,21,355,571,1
2,3,2,235,264,0
2,3,2,235,264,0
6,9,16,303,367,0
6,9,16,303,367,0
13,4,23,487,510,1
13,4,23,487,510,1
3,2,13,368,403,1
3,2,13,368,403,1
6,7,8,315,373,0
6,7,8,315,373,0
7,6,12,386,398,1
7,6,12,386,398,1
9,11,19,354,488,0
9,11,19,354,488,0
10,14,21,316,397,0
10,14,21,316,397,0
4,13,15,287,305,1
4,13,15,287,305,1
5,15,7,269,329,0
5,15,7,269,329,0
1,15,7,167,182,0
1,15,7,167,182,0
7,5,11,382,414,1
7,5,11,382,414,1
11,11,11,423,600,0
11,11,11,423,600,0
5,6,19,359,478,1
5,6,19,359,478,1
3,7,11,252,324,0
3,7,11,252,324,0
2,10,14,327,324,1
2,10,14,327,324,1
3,7,12,329,438,0
3,7,12,329,438,0
10,15,17,304,374,0
10,15,17,304,374,0
4,7,12,346,349,1
4,7,12,346,349,1
3,4,6,320,355,0
3,4,6,320,355,0
2,16,10,276,320,0
2,16,10,276,320,0
5,7,10,263,313,0
5,7,10,263,313,0
9,10,7,369,468,1
9,10,7,369,468,1
6,14,6,252,282,0
6,14,6,252,282,0
6,15,10,273,402,0
6,15,10,273,402,0
6,11,15,391,451,1
6,11,15,391,451,1
4,13,25,336,391,1
4,13,25,336,391,1
10,8,12,344,474,1
10,8,12,344,474,1
1,9,6,157,126,0
1,9,6,157,126,0
4,12,7,285,273,0
4,12,7,285,273,0
5,12,9,330,299,1
5,12,9,330,299,1
5,7,18,306,452,0
5,7,18,306,452,0
7,11,20,247,287,0
7,11,20,247,287,0
3,6,8,193,160,0
3,6,8,193,160,0
7,7,19,362,526,1
7,7,19,362,526,1
3,3,16,411,328,1
3,3,16,411,328,1
1,11,4,215,184,0
1,11,4,215,184,0
9,7,14,371,520,0
9,7,14,371,520,0
2,4,13,297,330,1
2,4,13,297,330,1
3,9,19,298,372,1
3,9,19,298,372,1
7,11,14,310,334,1
7,11,14,310,334,1
2,12,3,220,245,0
2,12,3,220,245,0
3,5,18,359,371,1
3,5,18,359,371,1
12,8,6,376,484,0
12,8,6,376,484,0
6,11,16,287,387,0
6,11,16,287,387,0
3,16,12,259,242,1
3,16,12,259,242,1
2,4,10,316,252,1
2,4,10,316,252,1
7,16,19,285,321,0
7,16,19,285,321,0
2,10,5,183,137,0
2,10,5,183,137,0
9,11,9,419,411,1
9,11,9,419,411,1
13,7,19,520,553,1
13,7,19,520,553,1
7,15,12,292,258,0
7,15,12,292,258,0
3,2,9,386,422,1
3,2,9,386,422,1
2,19,5,175,149,0
2,19,5,175,149,0
5,15,17,337,453,1
5,15,17,337,453,1
14,11,27,337,388,0
14,11,27,337,388,0
4,7,10,252,278,0
4,7,10,252,278,0
3,14,21,365,393,1
3,14,21,365,393,1
10,8,12,293,438,0
10,8,12,293,438,0
7,6,8,283,365,0
7,6,8,283,365,0
5,13,15,341,348,1
5,13,15,341,348,1
11,6,24,509,544,1
11,6,24,509,544,1
5,8,12,230,284,0
5,8,12,230,284,0
8,4,17,434,493,1
8,4,17,434,493,1
0,19,8,224,242,0
0,19,8,224,242,0
5,7,15,361,347,1
5,7,15,361,347,1
13,11,11,467,572,1
13,11,11,467,572,1
11,10,31,411,595,0
11,10,31,411,595,0
3,15,11,241,288,0
3,15,11,241,288,0
8,12,12,309,373,0
8,12,12,309,373,0
3,10,9,323,414,0
3,10,9,323,414,0
0,15,9,184,155,0
0,15,9,184,155,0
5,6,15,336,391,1
5,6,15,336,391,1
3,12,16,272,320,0
3,12,16,272,320,0
7,5,15,338,411,1
7,5,15,338,411,1
5,7,20,367,446,1
5,7,20,367,446,1
7,14,15,302,370,0
7,14,15,302,370,0
7,7,18,411,478,1
7,7,18,411,478,1
3,10,13,191,238,0
3,10,13,191,238,0
7,10,18,324,431,1
7,10,18,324,431,1
2,9,9,249,314,0
2,9,9,249,314,0
3,5,13,351,260,1
3,5,13,351,260,1
6,8,23,350,500,1
6,8,23,350,500,1
4,0,14,439,460,1
4,0,14,439,460,1
0,3,10,361,356,1
0,3,10,361,356,1
4,4,11,343,298,1
4,4,11,343,298,1
3,18,23,280,357,1
3,18,23,280,357,1
7,5,20,394,409,1
7,5,20,394,409,1
3,8,23,388,570,1
3,8,23,388,570,1
7,11,29,348,581,0
7,11,29,348,581,0
14,5,20,413,543,1
14,5,20,413,543,1
1,11,5,231,218,0
1,11,5,231,218,0
9,12,26,356,425,1
9,12,26,356,425,1
3,7,16,403,481,1
3,7,16,403,481,1
8,10,15,312,369,0
8,10,15,312,369,0
11,9,16,424,605,1
11,9,16,424,605,1
7,1,11,496,353,1
7,1,11,496,353,1
11,13,29,385,474,1
11,13,29,385,474,1
6,4,23,430,481,1
6,4,23,430,481,1
0,10,1,171,184,0
0,10,1,171,184,0
2,6,14,334,377,1
2,6,14,334,377,1
6,6,16,349,383,1
6,6,16,349,383,1
7,2,19,472,376,1
7,2,19,472,376,1
3,13,4,269,252,0
3,13,4,269,252,0
14,7,22,443,585,1
14,7,22,443,585,1
7,11,23,402,432,1
7,11,23,402,432,1
4,8,19,314,343,1
4,8,19,314,343,1
2,8,11,192,188,0
2,8,11,192,188,0
7,16,16,289,302,1
7,16,16,289,302,1
6,7,6,274,309,0
6,7,6,274,309,0
7,10,10,358,343,1
7,10,10,358,343,1
7,18,18,335,344,1
7,18,18,335,344,1
7,6,14,323,358,1
7,6,14,323,358,1
4,7,10,398,368,1
4,7,10,398,368,1
11,14,17,380,502,0
11,14,17,380,502,0
3,1,10,376,307,1
3,1,10,376,307,1
0,6,8,303,269,1
0,6,8,303,269,1
3,9,5,279,323,0
3,9,5,279,323,0
4,6,25,386,478,1
4,6,25,386,478,1
6,8,11,280,366,0
6,8,11,280,366,0
6,18,27,312,407,1
6,18,27,312,407,1
3,12,25,282,287,1
3,12,25,282,287,1
6,14,19,315,511,0
6,14,19,315,511,0
4,12,20,354,423,1
4,12,20,354,423,1
4,6,16,431,515,1
4,6,16,431,515,1
3,17,27,350,471,1
3,17,27,350,471,1
0,14,6,256,253,0
0,14,6,256,253,0
6,14,23,260,322,0
6,14,23,260,322,0
3,6,15,334,291,1
3,6,15,334,291,1
6,11,21,350,542,0
6,11,21,350,542,0
8,12,28,435,531,1
8,12,28,435,531,1
10,8,17,368,509,0
10,8,17,368,509,0
4,7,19,416,527,1
4,7,19,416,527,1
1,2,0,171,191,0
1,2,0,171,191,0
2,16,10,241,304,1
2,16,10,241,304,1
11,9,18,326,455,1
11,9,18,326,455,1
6,8,21,325,366,1
6,8,21,325,366,1
2,10,16,249,371,0
2,10,16,249,371,0
8,1,14,394,528,1
8,1,14,394,528,1
5,13,17,336,345,1
5,13,17,336,345,1
3,14,12,294,316,1
3,14,12,294,316,1
2,7,12,242,311,0
2,7,12,242,311,0
3,9,14,304,292,1
3,9,14,304,292,1
6,8,24,312,323,1
6,8,24,312,323,1
4,8,3,185,187,0
4,8,3,185,187,0
5,6,10,372,455,1
5,6,10,372,455,1
5,16,18,287,370,1
5,16,18,287,370,1
7,10,11,254,315,0
7,10,11,254,315,0
5,12,22,283,359,0
5,12,22,283,359,0
1,11,7,182,241,0
1,11,7,182,241,0
10,0,15,422,450,1
10,0,15,422,450,1
7,3,13,387,362,1
7,3,13,387,362,1
4,6,12,312,269,1
4,6,12,312,269,1
4,12,16,279,401,0
4,12,16,279,401,0
4,5,16,337,391,1
4,5,16,337,391,1
5,7,22,326,393,1
5,7,22,326,393,1
4,9,12,290,290,0
4,9,12,290,290,0
0,13,5,157,156,0
0,13,5,157,156,0
2,6,11,340,368,1
2,6,11,340,368,1
5,10,18,283,291,1
5,10,18,283,291,1
1,11,17,272,348,1
1,11,17,272,348,1
4,3,10,432,374,1
4,3,10,432,374,1
0,12,20,193,260,0
0,12,20,193,260,0
15,11,21,370,469,0
15,11,21,370,469,0
3,14,12,277,316,0
3,14,12,277,316,0
3,12,23,339,360,1
3,12,23,339,360,1
2,9,15,305,344,1
2,9,15,305,344,1
5,4,15,400,400,1
5,4,15,400,400,1
9,10,10,292,341,0
9,10,10,292,341,0
7,19,19,291,396,0
7,19,19,291,396,0
2,1,18,494,395,1
2,1,18,494,395,1
5,9,19,309,364,1
5,9,19,309,364,1
15,17,17,390,516,1
15,17,17,390,516,1
7,7,10,334,383,1
7,7,10,334,383,1
7,10,24,337,475,0
7,10,24,337,475,0
5,8,8,273,343,0
5,8,8,273,343,0
15,9,16,421,626,0
15,9,16,421,626,0
7,9,23,313,450,0
7,9,23,313,450,0
0,10,14,231,218,1
0,10,14,231,218,1
3,9,4,223,198,0
3,9,4,223,198,0
2,3,21,311,369,1
2,3,21,311,369,1
7,6,6,316,365,0
7,6,6,316,365,0
2,14,16,296,343,1
2,14,16,296,343,1
9,4,4,355,360,0
9,4,4,355,360,0
5,9,21,264,364,0
5,9,21,264,364,0
3,18,19,298,310,0
3,18,19,298,310,0
2,11,25,348,326,1
2,11,25,348,326,1
1,15,14,239,330,0
1,15,14,239,330,0
6,3,8,336,375,1
6,3,8,336,375,1
4,13,23,342,442,1
4,13,23,342,442,1
7,9,18,359,499,1
7,9,18,359,499,1
2,12,7,280,227,1
2,12,7,280,227,1
3,10,20,383,515,0
3,10,20,383,515,0
6,8,13,358,395,1
6,8,13,358,395,1
8,10,24,333,386,0
8,10,24,333,386,0
5,10,13,289,341,0
5,10,13,289,341,0
0,12,3,170,178,0
0,12,3,170,178,0
8,6,6,312,360,0
8,6,6,312,360,0
0,5,5,214,201,0
0,5,5,214,201,0
3,5,20,427,455,1
3,5,20,427,455,1
9,6,20,404,361,1
9,6,20,404,361,1
3,4,12,326,346,1
3,4,12,326,346,1
4,13,17,341,359,1
4,13,17,341,359,1
4,6,11,370,430,1
4,6,11,370,430,1
7,10,13,368,376,1
7,10,13,368,376,1
2,13,12,265,328,0
2,13,12,265,328,0
2,9,4,202,220,0
2,9,4,202,220,0
2,11,5,174,226,0
2,11,5,174,226,0
4,11,12,280,387,0
4,11,12,280,387,0
5,8,15,365,435,1
5,8,15,365,435,1
1,11,9,204,189,0
1,11,9,204,189,0
4,8,6,230,246,0
4,8,6,230,246,0
2,9,8,238,272,0
2,9,8,238,272,0
1,7,25,385,514,1
1,7,25,385,514,1
3,6,14,364,353,1
3,6,14,364,353,1
4,4,12,407,382,1
4,4,12,407,382,1
1,10,10,278,282,0
1,10,10,278,282,0
4,6,18,349,379,1
4,6,18,349,379,1
3,2,8,405,238,1
3,2,8,405,238,1
2,12,23,343,469,1
2,12,23,343,469,1
3,4,7,321,295,1
3,4,7,321,295,1
3,10,24,300,373,1
3,10,24,300,373,1
1,8,11,283,307,0
1,8,11,283,307,0
3,14,15,267,302,0
3,14,15,267,302,0
5,4,17,545,576,1
5,4,17,545,576,1
13,15,27,404,532,1
13,15,27,404,532,1
6,3,26,388,573,1
6,3,26,388,573,1
5,9,10,241,281,0
5,9,10,241,281,0
6,7,17,423,514,1
6,7,17,423,514,1
3,7,16,348,396,1
3,7,16,348,396,1
3,5,8,314,343,1
3,5,8,314,343,1
5,11,20,318,321,0
5,11,20,318,321,0
6,3,22,407,432,1
6,3,22,407,432,1
3,6,15,246,297,0
3,6,15,246,297,0
7,5,14,403,454,1
7,5,14,403,454,1
3,18,11,267,247,0
3,18,11,267,247,0
7,10,21,476,466,1
7,10,21,476,466,1
2,13,9,203,262,0
2,13,9,203,262,0
5,12,16,358,332,1
5,12,16,358,332,1
6,15,15,335,389,1
6,15,15,335,389,1
6,11,17,349,387,0
6,11,17,349,387,0
11,10,20,423,461,1
11,10,20,423,461,1
1,10,8,223,270,0
1,10,8,223,270,0
5,7,15,364,364,1
5,7,15,364,364,1
1,15,8,293,342,0
1,15,8,293,342,0
13,6,29,497,593,1
13,6,29,497,593,1
2,7,13,293,320,1
2,7,13,293,320,1
4,2,5,306,290,1
4,2,5,306,290,1
9,11,19,374,546,0
9,11,19,374,546,0
7,6,11,378,379,1
7,6,11,378,379,1
12,1,20,437,574,1
12,1,20,437,574,1
8,5,17,412,510,1
8,5,17,412,510,1
0,11,15,227,290,0
0,11,15,227,290,0
6,4,16,458,443,1
6,4,16,458,443,1
3,13,15,239,285,0
3,13,15,239,285,0
4,17,9,314,319,0
4,17,9,314,319,0
1,11,14,251,303,0
1,11,14,251,303,0
0,7,4,184,275,0
0,7,4,184,275,0
2,2,8,412,307,1
2,2,8,412,307,1
7,8,6,411,470,0
7,8,6,411,470,0
7,11,10,296,268,0
7,11,10,296,268,0
4,5,14,314,520,1
4,5,14,314,520,1
6,5,16,409,404,1
6,5,16,409,404,1
0,5,5,187,220,0
0,5,5,187,220,0
2,8,9,243,298,0
2,8,9,243,298,0
7,5,14,425,362,1
7,5,14,425,362,1
2,0,5,429,221,1
2,0,5,429,221,1
10,15,26,292,398,0
10,15,26,292,398,0
6,5,18,372,406,1
6,5,18,372,406,1
3,12,7,289,245,1
3,12,7,289,245,1
8,2,11,358,380,1
8,2,11,358,380,1
1,8,9,183,220,0
1,8,9,183,220,0
9,8,18,409,487,1
9,8,18,409,487,1
1,9,7,223,205,0
1,9,7,223,205,0
4,4,17,458,398,1
4,4,17,458,398,1
3,6,6,215,223,0
3,6,6,215,223,0
4,1,6,384,287,1
4,1,6,384,287,1
5,14,10,292,353,0
5,14,10,292,353,0
0,12,15,270,270,1
0,12,15,270,270,1
1,2,24,376,429,1
1,2,24,376,429,1
8,10,19,330,385,1
8,10,19,330,385,1
1,1,15,350,420,1
1,1,15,350,420,1
4,3,14,373,330,1
4,3,14,373,330,1
3,13,8,268,268,0
3,13,8,268,268,0
