2,49,1.000000
1,36,1.000000
3,39,1.000000
1,26,1.000000
11,77,0.909091
8,32,0.875000
7,94,0.857143
5,66,0.800000
5,58,0.800000
4,75,0.750000
4,59,0.750000
8,85,0.750000
20,96,0.750000
11,60,0.727273
22,98,0.727273
7,22,0.714286
7,2,0.714286
10,57,0.700000
13,108,0.692308
6,24,0.666667
3,89,0.666667
6,50,0.666667
15,34,0.666667
17,109,0.647059
35,8,0.628571
24,38,0.625000
13,14,0.615385
13,61,0.615385
26,45,0.615385
5,37,0.600000
15,65,0.600000
5,31,0.600000
20,81,0.600000
7,23,0.571429
7,95,0.571429
25,72,0.560000
9,106,0.555556
18,76,0.555556
11,97,0.545455
11,0,0.545455
11,48,0.545455
13,42,0.538462
19,9,0.526316
19,53,0.526316
27,84,0.518519
8,13,0.500000
8,78,0.500000
8,79,0.500000
12,80,0.500000
10,87,0.500000
6,103,0.500000
4,91,0.500000
2,52,0.500000
2,6,0.500000
4,54,0.500000
4,62,0.500000
4,104,0.500000
2,28,0.500000
2,102,0.500000
6,83,0.500000
311,71,0.485531
23,46,0.478261
13,33,0.461538
13,43,0.461538
11,100,0.454545
33,105,0.454545
20,18,0.450000
20,70,0.450000
27,27,0.444444
16,21,0.437500
7,10,0.428571
7,17,0.428571
21,25,0.428571
7,90,0.428571
28,68,0.428571
34,64,0.411765
10,99,0.400000
24,4,0.375000
24,82,0.375000
14,35,0.357143
17,107,0.352941
17,93,0.352941
26,41,0.346154
27,3,0.333333
6,19,0.333333
12,86,0.333333
3,30,0.333333
9,88,0.333333
12,11,0.333333
6,69,0.333333
9,40,0.333333
13,20,0.307692
13,73,0.307692
7,63,0.285714
7,47,0.285714
15,16,0.266667
4,7,0.250000
5,51,0.200000
5,92,0.200000
5,67,0.200000
12,56,0.166667
7,44,0.142857
7,29,0.142857
9,74,0.111111
1,15,0.000000
7,5,0.000000
3,12,0.000000
10,101,0.000000
5,1,0.000000
2,55,0.000000
