10,39,0.826087
10,49,0.800000
10,26,0.800000
10,99,0.777778
10,47,0.750000
10,83,0.750000
10,97,0.722222
10,43,0.714286
10,87,0.708333
10,0,0.681818
10,91,0.666667
38,108,0.666667
10,7,0.666667
10,74,0.652174
38,61,0.638889
10,90,0.636364
38,98,0.634146
38,42,0.620690
10,77,0.619048
10,103,0.615385
85,8,0.611940
38,78,0.604167
10,12,0.600000
10,15,0.600000
38,85,0.600000
10,94,0.600000
10,22,0.600000
38,81,0.590909
10,60,0.590909
38,107,0.586957
38,20,0.586207
10,84,0.583333
10,31,0.578947
38,29,0.571429
10,55,0.571429
38,27,0.561404
10,57,0.560000
38,96,0.555556
10,63,0.555556
10,44,0.555556
10,1,0.555556
38,18,0.550000
38,109,0.540541
10,104,0.538462
85,82,0.537313
10,95,0.533333
10,24,0.533333
10,59,0.533333
38,9,0.531915
10,50,0.529412
10,86,0.526316
38,73,0.526316
271,11,0.521870
38,76,0.521739
85,68,0.519481
38,64,0.515625
38,72,0.515152
85,105,0.513514
10,58,0.500000
38,88,0.500000
10,79,0.500000
38,34,0.500000
38,38,0.500000
10,13,0.500000
38,70,0.500000
10,28,0.500000
10,17,0.500000
10,67,0.500000
38,65,0.486486
38,32,0.485714
38,25,0.481481
85,45,0.477612
10,37,0.470588
38,46,0.463415
10,51,0.461538
10,5,0.461538
38,53,0.457143
10,2,0.454545
10,100,0.444444
10,69,0.444444
38,41,0.439024
10,106,0.434783
38,35,0.428571
10,36,0.428571
10,21,0.428571
10,80,0.428571
38,3,0.418605
38,101,0.413793
10,93,0.409091
38,4,0.407407
10,10,0.400000
10,6,0.400000
38,33,0.382353
10,40,0.368421
10,54,0.363636
10,23,0.363636
10,19,0.357143
10,14,0.352941
10,56,0.333333
10,89,0.333333
10,71,0.333333
10,66,0.333333
10,48,0.318182
38,16,0.296296
10,75,0.285714
10,52,0.285714
10,30,0.250000
10,92,0.200000
10,62,0.076923
10,102,0.000000
