2,22,1.000000
5,12,1.000000
2,15,1.000000
1,62,1.000000
6,51,1.000000
8,37,0.875000
7,73,0.857143
6,83,0.833333
13,65,0.769231
4,31,0.750000
4,93,0.750000
7,108,0.714286
3,7,0.666667
3,100,0.666667
6,29,0.666667
3,66,0.666667
6,72,0.666667
3,71,0.666667
18,18,0.666667
8,98,0.625000
8,97,0.625000
8,53,0.625000
5,43,0.600000
5,101,0.600000
5,44,0.600000
5,20,0.600000
5,5,0.600000
10,109,0.600000
5,99,0.600000
12,96,0.583333
7,56,0.571429
16,84,0.562500
16,45,0.562500
9,32,0.555556
9,0,0.555556
11,61,0.545455
13,76,0.538462
13,78,0.538462
28,8,0.535714
4,77,0.500000
4,40,0.500000
8,81,0.500000
4,106,0.500000
6,17,0.500000
6,19,0.500000
0,28,0.500000
4,21,0.500000
6,9,0.500000
6,86,0.500000
2,10,0.500000
8,2,0.500000
2,58,0.500000
2,26,0.500000
197,89,0.456853
20,68,0.450000
9,38,0.444444
9,57,0.444444
9,4,0.444444
14,27,0.428571
7,95,0.428571
12,41,0.416667
5,74,0.400000
5,23,0.400000
5,42,0.400000
5,103,0.400000
18,105,0.388889
13,34,0.384615
8,30,0.375000
11,70,0.363636
17,3,0.352941
20,85,0.350000
9,33,0.333333
3,69,0.333333
3,63,0.333333
3,102,0.333333
6,92,0.333333
6,60,0.333333
3,39,0.333333
3,49,0.333333
9,91,0.333333
3,90,0.333333
3,24,0.333333
9,25,0.333333
3,13,0.333333
6,11,0.333333
6,1,0.333333
13,35,0.307692
10,46,0.300000
10,107,0.300000
7,88,0.285714
7,87,0.285714
14,64,0.285714
4,48,0.250000
4,94,0.250000
8,67,0.250000
12,82,0.250000
4,80,0.250000
4,59,0.250000
5,14,0.200000
5,52,0.200000
6,104,0.166667
6,54,0.166667
14,79,0.142857
4,47,0.000000
4,6,0.000000
4,36,0.000000
2,75,0.000000
3,50,0.000000
5,16,0.000000
4,55,0.000000
