10,15,0.700000
36,0,0.638889
27,43,0.629630
77,109,0.584416
24,5,0.583333
24,94,0.583333
79,72,0.582278
43,108,0.581395
26,83,0.576923
14,49,0.571429
49,88,0.571429
51,97,0.568627
30,13,0.566667
23,103,0.565217
49,106,0.551020
102,18,0.549020
164,27,0.548780
42,101,0.547619
55,80,0.545455
26,59,0.538462
39,91,0.538462
30,104,0.533333
85,3,0.529412
59,61,0.525424
52,20,0.519231
27,2,0.518519
31,40,0.516129
64,11,0.515625
70,98,0.514286
72,53,0.513889
82,84,0.512195
43,77,0.511628
55,17,0.509091
34,100,0.500000
8,6,0.500000
22,23,0.500000
20,51,0.500000
152,85,0.493421
41,29,0.487805
80,107,0.487500
35,31,0.485714
70,81,0.485714
31,95,0.483871
27,48,0.481481
23,52,0.478261
69,57,0.478261
107,9,0.476636
19,66,0.473684
83,4,0.469880
39,50,0.461538
1375,64,0.460364
37,39,0.459459
215,68,0.455814
64,65,0.453125
53,86,0.452830
179,8,0.452514
42,42,0.452381
131,45,0.450382
58,87,0.448276
47,44,0.446809
74,96,0.445946
27,14,0.444444
27,37,0.444444
95,76,0.442105
43,79,0.441860
116,105,0.439655
41,93,0.439024
32,69,0.437500
16,7,0.437500
16,26,0.437500
51,33,0.431373
70,73,0.428571
14,47,0.428571
66,78,0.424242
38,74,0.421053
34,71,0.411765
73,25,0.410959
32,90,0.406250
82,70,0.402439
87,41,0.402299
122,82,0.401639
35,21,0.400000
10,102,0.400000
78,34,0.397436
47,60,0.382979
94,35,0.382979
21,30,0.380952
32,22,0.375000
46,99,0.369565
52,32,0.365385
28,1,0.357143
14,62,0.357143
20,24,0.350000
23,67,0.347826
92,46,0.347826
46,16,0.347826
32,58,0.343750
18,54,0.333333
12,55,0.333333
44,92,0.318182
77,38,0.311688
13,10,0.307692
10,28,0.300000
10,75,0.300000
14,89,0.285714
29,19,0.275862
40,56,0.275000
22,12,0.272727
21,63,0.238095
18,36,0.111111
