8,28,0.750000
10,102,0.700000
19,103,0.684211
31,16,0.677419
34,2,0.676471
40,95,0.675000
33,91,0.666667
54,57,0.648148
76,98,0.644737
24,26,0.625000
16,13,0.625000
34,39,0.617647
115,42,0.617391
60,97,0.616667
26,69,0.615385
44,61,0.613636
113,81,0.601770
10,6,0.600000
10,62,0.600000
61,20,0.590164
73,109,0.589041
101,78,0.584158
19,37,0.578947
38,0,0.578947
19,43,0.578947
226,8,0.575221
86,33,0.569767
62,83,0.564516
57,11,0.561404
59,86,0.559322
68,87,0.558824
18,94,0.555556
144,65,0.555556
178,85,0.550562
20,66,0.550000
164,64,0.548780
31,31,0.548387
42,40,0.547619
55,107,0.545455
122,41,0.540984
26,60,0.538462
84,96,0.535714
211,68,0.535545
30,58,0.533333
47,48,0.531915
115,84,0.530435
100,9,0.530000
17,10,0.529412
40,77,0.525000
21,90,0.523810
63,53,0.523810
117,38,0.521368
187,3,0.518717
1595,27,0.516614
33,22,0.515152
39,99,0.512821
90,70,0.511111
61,88,0.508197
195,105,0.507692
116,82,0.500000
94,18,0.500000
22,12,0.500000
40,24,0.500000
4,15,0.500000
24,67,0.500000
175,76,0.497143
67,25,0.492537
61,32,0.491803
166,45,0.487952
82,108,0.487805
106,34,0.481132
48,106,0.479167
23,54,0.478261
44,93,0.477273
38,14,0.473684
15,5,0.466667
58,50,0.465517
56,80,0.464286
65,72,0.461538
55,56,0.454545
20,63,0.450000
27,71,0.444444
87,46,0.436782
76,4,0.434211
21,100,0.428571
21,75,0.428571
42,74,0.428571
35,79,0.428571
21,55,0.428571
14,89,0.428571
47,19,0.425532
26,59,0.423077
36,21,0.416667
27,52,0.407407
72,73,0.402778
10,7,0.400000
55,101,0.400000
70,29,0.400000
35,51,0.400000
15,30,0.400000
38,1,0.394737
104,35,0.394231
61,17,0.393443
44,104,0.363636
46,44,0.347826
46,92,0.347826
12,36,0.333333
6,47,0.333333
22,23,0.318182
9,49,0.111111
