15,0,0.933333
15,100,0.800000
14,2,0.785714
8,13,0.750000
4,6,0.750000
15,77,0.733333
27,48,0.703704
16,28,0.687500
9,26,0.666667
9,94,0.666667
32,43,0.656250
51,18,0.647059
51,72,0.647059
52,98,0.634615
23,33,0.608696
20,1,0.600000
27,58,0.592593
22,56,0.590909
19,106,0.578947
44,34,0.568182
16,79,0.562500
38,108,0.552632
11,51,0.545455
35,80,0.542857
17,31,0.529412
53,76,0.528302
25,97,0.520000
27,61,0.518519
27,53,0.518519
81,82,0.518519
53,107,0.509434
14,23,0.500000
8,30,0.500000
22,60,0.500000
14,104,0.500000
22,14,0.500000
2,15,0.500000
20,29,0.500000
72,38,0.500000
10,83,0.500000
67,27,0.492537
39,35,0.487179
115,8,0.486957
27,11,0.481481
27,42,0.481481
21,90,0.476190
21,24,0.476190
38,46,0.473684
32,81,0.468750
785,25,0.464968
41,78,0.463415
93,105,0.462366
24,93,0.458333
35,87,0.457143
11,63,0.454545
66,4,0.454545
44,84,0.454545
18,17,0.444444
34,101,0.441176
23,50,0.434783
44,70,0.431818
51,109,0.431373
21,71,0.428571
7,55,0.428571
68,85,0.426471
52,41,0.423077
38,86,0.421053
12,91,0.416667
29,21,0.413793
87,45,0.413793
73,64,0.410959
22,74,0.409091
40,32,0.400000
15,59,0.400000
15,69,0.400000
20,44,0.400000
38,96,0.394737
13,75,0.384615
13,40,0.384615
34,16,0.382353
55,9,0.381818
21,92,0.380952
42,57,0.380952
8,102,0.375000
8,12,0.375000
11,62,0.363636
14,95,0.357143
17,22,0.352941
17,19,0.352941
37,65,0.351351
38,73,0.342105
88,68,0.340909
9,10,0.333333
12,66,0.333333
6,52,0.333333
9,89,0.333333
15,39,0.333333
43,3,0.325581
16,67,0.312500
16,5,0.312500
10,36,0.300000
34,99,0.294118
7,54,0.285714
7,47,0.285714
19,20,0.263158
22,88,0.227273
9,37,0.222222
20,49,0.200000
15,103,0.200000
7,7,0.142857
