10,59,1.000000
10,6,1.000000
10,83,0.846154
10,13,0.714286
10,17,0.714286
10,106,0.714286
10,73,0.684211
38,53,0.678571
38,20,0.677419
10,22,0.666667
38,78,0.666667
10,95,0.666667
10,81,0.640000
10,33,0.636364
10,19,0.631579
10,51,0.625000
10,94,0.625000
10,97,0.619048
38,84,0.609756
10,66,0.600000
10,30,0.600000
38,42,0.580645
38,107,0.575758
10,43,0.571429
10,49,0.571429
38,4,0.571429
10,55,0.571429
38,38,0.568182
38,109,0.565217
38,85,0.563636
38,27,0.559322
10,2,0.555556
10,75,0.555556
10,37,0.555556
38,8,0.551724
10,100,0.545455
10,104,0.545455
38,98,0.542857
10,90,0.538462
10,14,0.538462
10,77,0.529412
10,11,0.526316
38,68,0.524590
10,74,0.521739
38,72,0.511628
85,45,0.507463
10,47,0.500000
10,28,0.500000
10,1,0.500000
10,26,0.500000
10,91,0.500000
10,0,0.500000
10,89,0.500000
10,69,0.500000
10,54,0.500000
271,86,0.495798
85,105,0.493333
38,34,0.483871
10,108,0.480000
10,80,0.476190
38,9,0.475410
10,93,0.473684
38,101,0.468750
10,44,0.466667
38,65,0.466667
38,96,0.464286
10,63,0.461538
10,87,0.458333
38,76,0.456522
10,67,0.454545
10,5,0.454545
38,64,0.452830
10,99,0.450000
38,35,0.447368
38,61,0.444444
10,103,0.444444
38,46,0.441176
10,88,0.434783
10,52,0.428571
10,12,0.428571
38,25,0.421053
10,50,0.421053
10,60,0.421053
10,31,0.416667
10,36,0.416667
10,39,0.411765
10,92,0.411765
38,3,0.406250
10,58,0.400000
38,57,0.384615
10,10,0.375000
38,18,0.372093
10,29,0.368421
10,56,0.368421
10,40,0.363636
10,32,0.357143
38,82,0.348837
10,71,0.333333
10,7,0.333333
38,70,0.322581
10,21,0.312500
10,24,0.307692
38,41,0.289474
10,48,0.277778
10,79,0.277778
10,16,0.250000
10,62,0.200000
10,102,0.200000
10,23,0.166667
10,15,0.000000
